date,ES,NQ,CD,EC,JY,MP,TY,US,C,S,W,CL,GC
2014-01-02,1756.0,3701.0,0.94065,1.4714,10352.5,62420.0,113.98436000000001,119.21875,640.0,1233.5,963.0,116.42,1330.6
2014-01-03,1755.0,3673.25,0.94465,1.466,10355.5,62870.0,113.93749,119.125,642.75,1234.5,970.5,114.94,1344.0
2014-01-06,1750.25,3659.5,0.94135,1.4697,10391.5,62870.0,114.23436000000001,119.625,646.75,1237.75,970.5,114.41,1343.4
2014-01-07,1760.25,3690.5,0.93175,1.4679,10370.5,63245.0,114.45311000000001,119.90625,644.75,1235.0,967.0,114.65,1335.0
2014-01-08,1762.0,3706.5,0.92825,1.4644,10341.5,62720.0,113.87499,119.375,636.25,1226.75,953.75,113.34,1330.9
2014-01-09,1762.5,3689.5,0.92325,1.4652,10346.5,62795.0,114.09373000000001,119.9375,631.25,1231.25,948.75,112.7,1334.8
2014-01-10,1767.25,3703.25,0.92105,1.4722,10412.5,63645.0,115.06249,121.3125,651.75,1236.25,934.25,113.76,1352.3
2014-01-13,1744.5,3651.25,0.92395,1.4735,10516.5,62970.0,115.34373000000001,121.6875,653.5,1250.5,939.75,112.82,1356.5
2014-01-14,1762.5,3715.5,0.91665,1.4735,10397.5,62845.0,114.93749,121.25,650.5,1264.5,945.5,113.59,1350.8
2014-01-15,1771.0,3740.0,0.91595,1.4661,10361.5,62195.0,114.73436000000001,121.125,644.5,1273.75,934.0,115.16,1343.7
2014-01-16,1765.75,3737.0,0.91895,1.4676,10387.5,61970.0,115.03123000000001,121.6875,646.5,1272.5,939.0,114.91,1345.6
2014-01-17,1763.75,3726.5,0.91465,1.4591,10386.5,62095.0,115.18749,121.90625,642.75,1273.5,929.75,115.4,1357.3
2014-01-21,1768.0,3751.25,0.91385,1.4621,10390.5,61820.0,115.14061000000001,122.0,643.25,1240.25,928.25,115.78,1347.0
2014-01-22,1768.0,3762.25,0.90555,1.4608,10378.5,61695.0,114.73436000000001,121.65625,644.0,1241.25,927.25,117.54,1343.7
2014-01-23,1753.75,3755.5,0.90305,1.4758,10492.5,61270.0,115.54686000000001,122.90625,646.25,1238.75,935.5,118.13,1367.5
2014-01-24,1711.5,3674.0,0.90695,1.4738,10574.5,61095.0,115.82811000000001,123.4375,647.0,1246.25,930.75,117.45,1369.5
2014-01-27,1705.25,3644.75,0.90445,1.4728,10530.5,61370.0,115.57811000000001,122.9375,649.0,1247.25,929.0,116.53,1368.5
2014-01-28,1717.75,3642.75,0.90025,1.4727,10521.5,62070.0,115.84373000000001,123.21875,649.0,1247.25,931.0,118.22,1355.5
2014-01-29,1700.75,3614.75,0.89945,1.4725,10601.5,61395.0,116.39061000000001,124.09375,645.0,1233.0,915.25,118.17,1367.2
2014-01-30,1710.75,3643.75,0.89825,1.4612,10535.5,61445.0,116.21873000000001,123.875,650.5,1237.25,915.5,119.04,1347.5
2014-01-31,1706.0,3655.75,0.90225,1.4546,10572.5,61645.0,116.51561000000001,124.1875,650.5,1244.75,917.5,118.3,1344.8
2014-02-03,1662.25,3571.75,0.90465,1.4593,10715.5,60545.0,117.18749,125.5,652.75,1254.5,925.0,117.24,1364.9
2014-02-04,1673.25,3593.75,0.90655,1.4578,10640.5,61620.0,116.90623000000001,124.75,658.75,1273.75,946.0,118.0,1356.2
2014-02-05,1673.5,3587.25,0.90635,1.4596,10670.5,61970.0,116.64061000000001,124.0,658.5,1275.75,948.5,118.19,1361.9
2014-02-06,1696.0,3629.0,0.90725,1.4649,10591.5,62170.0,116.37499,123.625,659.5,1288.0,941.5,118.65,1362.2
2014-02-07,1723.0,3699.75,0.91005,1.469,10574.5,61995.0,116.73436000000001,123.90625,661.0,1293.75,938.5,120.69,1367.9
2014-02-10,1724.25,3719.25,0.90895,1.4703,10583.5,61820.0,116.70311000000001,123.875,659.75,1288.5,944.25,120.87,1379.7
2014-02-11,1743.0,3754.5,0.91175,1.47,10542.5,61995.0,116.34373000000001,123.4375,658.25,1296.75,948.25,120.87,1394.8
2014-02-12,1746.5,3766.25,0.91315,1.4656,10557.5,61720.0,116.01561000000001,122.84375,657.0,1287.25,945.5,121.35,1400.0
2014-02-13,1753.75,3792.75,0.91495,1.4736,10574.5,62195.0,116.51561000000001,123.59375,657.5,1307.0,952.25,121.48,1405.1
2014-02-14,1764.5,3802.75,0.91445,1.4762,10614.5,62320.0,116.40623000000001,123.5,661.5,1302.5,955.25,121.56,1423.6
2014-02-18,1767.0,3816.75,0.91765,1.4819,10572.5,62370.0,116.71873000000001,123.90625,666.5,1325.25,966.0,123.53,1429.4
2014-02-19,1755.0,3796.25,0.90655,1.4806,10570.5,,116.49999,123.5625,671.25,1319.75,971.75,124.27,1425.4
2014-02-20,1765.75,3813.25,0.90425,1.4782,10572.5,,116.26561000000001,123.3125,673.25,1326.75,972.0,124.18,1421.9
2014-02-21,1763.75,3806.25,0.90265,1.4806,10552.5,,116.37499,123.6875,669.25,1339.75,964.0,123.63,1428.6
2014-02-24,1775.5,3829.75,0.90815,1.4797,10554.5,,116.23436000000001,123.4375,668.75,1353.25,975.75,124.25,1443.0
2014-02-25,1775.75,3830.25,0.90645,1.4804,10586.5,62470.0,116.59373000000001,124.21875,671.75,1365.0,978.5,123.26,1447.7
2014-02-26,1771.5,3815.5,0.90235,1.4745,10557.5,,116.84373000000001,124.6875,671.25,1368.25,965.75,124.02,1433.0
2014-02-27,1783.5,3843.25,0.90135,1.4773,10595.5,,117.07811000000001,125.21875,665.0,1361.75,950.5,123.83,1436.8
2014-02-28,1787.0,3837.0,0.90785,1.4884,10622.5,,116.85936000000001,125.15625,674.0,1380.25,963.0,124.02,1426.6
2014-03-03,1772.5,3810.5,0.90635,1.4795,10656.5,61845.0,117.31249,125.75,681.25,1376.5,990.5,126.35,1455.3
2014-03-04,1801.0,3858.5,0.90425,1.4797,10577.5,,116.65623000000001,124.5,694.75,1391.5,1001.75,124.76,1442.9
2014-03-05,1802.0,3870.0,,1.4793,,62420.0,116.65623000000001,124.46875,692.75,1390.25,1000.75,122.88,1445.3
2014-03-06,1805.75,3863.75,0.91465,1.4923,10502.5,62895.0,116.34373000000001,123.84375,701.75,1404.5,1004.25,122.99,1456.8
2014-03-07,1807.5,3846.0,0.90525,1.4934,10478.5,,115.87499,123.25,699.5,1419.75,1013.75,124.01,1443.2
2014-03-10,1806.75,3849.25,0.90465,1.4931,10488.5,,115.98436000000001,123.28125,688.75,1389.25,1000.75,122.55,1446.5
2014-03-11,1794.75,3830.25,0.90485,1.4932,10515.5,,116.10936000000001,123.5625,693.5,1386.25,1019.0,121.55,1451.7
2014-03-12,1797.25,3848.5,0.90365,1.4965,10536.5,,116.39061000000001,124.25,698.5,1363.5,1043.0,119.64,1475.5
2014-03-13,1776.25,3793.0,0.90815,1.4921,10636.5,62245.0,116.95311000000001,125.40625,695.5,1373.0,1032.75,119.9,1477.4
2014-03-14,1769.5,3769.5,0.90545,1.4966,10672.5,62445.0,116.98436000000001,125.5625,697.0,1366.75,1045.0,120.52,1484.0
2014-03-17,1787.25,3800.0,0.90935,1.4982,10628.5,62895.0,116.60936000000001,124.875,690.5,1370.25,1033.0,119.58,1477.9
2014-03-18,1800.25,3843.25,0.90195,1.4991,10648.5,62970.0,116.79686000000001,125.0625,697.5,1390.75,1050.25,120.84,1464.0
2014-03-19,1788.75,3822.5,0.89455,1.4891,10554.5,62395.0,115.79686000000001,124.0625,699.25,1405.75,1071.75,121.13,1446.4
2014-03-20,1802.5,3839.75,0.89415,1.4842,10557.5,62345.0,115.71873000000001,124.15625,690.0,1405.0,1060.25,120.86,1435.6
2014-03-21,1793.5,3787.25,0.89685,1.4855,10580.5,62695.0,115.78123000000001,124.75,690.25,1377.25,1050.25,121.42,1440.9
2014-03-24,1786.0,3759.25,0.89805,1.49,10578.5,62795.0,115.74999,125.1875,701.0,1393.75,1071.5,121.56,1416.0
2014-03-25,1795.75,3772.0,0.90025,1.4888,10576.5,63120.0,115.79686000000001,125.15625,697.75,1396.25,1066.5,121.15,1416.3
2014-03-26,1779.0,3721.0,0.90465,1.4852,10595.5,63170.0,116.12499,125.6875,695.75,1405.0,1056.0,122.22,1408.3
2014-03-27,1777.0,3702.5,0.91115,1.4809,10584.5,63420.0,116.18749,126.3125,702.75,1402.0,1069.25,123.24,1399.7
2014-03-28,1787.0,3711.25,0.90935,1.4813,10524.5,63420.0,115.89061000000001,125.625,702.75,1402.75,1054.0,123.63,1399.2
2014-03-31,1801.0,3734.5,0.91015,1.4837,10485.5,63595.0,115.82811000000001,125.3125,713.25,1424.0,1055.75,123.54,1388.7
2014-04-01,1814.25,3798.5,0.91105,1.4853,10439.5,63695.0,115.68749,124.71875,719.0,1452.5,1044.75,121.7,1384.9
2014-04-02,1819.5,3806.5,0.91175,1.4825,10433.5,63320.0,115.24999,124.0625,707.5,1436.5,1029.75,121.58,1395.7
2014-04-03,1819.5,3779.0,0.91095,1.4775,10419.5,63170.0,115.29686000000001,124.3125,711.75,1449.5,1036.25,122.25,1389.5
2014-04-04,1796.5,3685.75,0.91545,1.4763,10482.5,63795.0,115.99999,125.0625,714.0,1450.0,1030.75,123.1,1408.4
2014-04-07,1774.5,3647.5,0.91655,1.48,10493.5,63945.0,116.18749,125.53125,711.75,1443.5,1037.75,122.4,1403.2
2014-04-08,1781.5,3676.75,0.92025,1.4856,10635.5,63720.0,116.37499,125.75,719.5,1456.0,1044.25,124.52,1414.0
2014-04-09,1801.25,3739.25,0.92585,1.4913,10623.5,63970.0,116.53123000000001,125.53125,714.5,1473.0,1032.75,125.36,1410.8
2014-04-10,1763.5,3628.25,0.92065,1.4952,10653.5,63745.0,117.03123000000001,126.53125,714.75,1460.0,1025.25,125.09,1425.4
2014-04-11,1748.25,3592.25,0.91715,1.4948,10641.5,63620.0,117.12499,126.875,710.25,1450.5,1023.75,125.33,1423.9
2014-04-14,1761.0,3618.5,0.91725,1.4882,10628.5,63770.0,116.92186000000001,126.59375,714.5,1464.0,1042.25,125.92,1432.4
2014-04-15,1776.0,3639.5,0.91585,1.4871,10617.5,63470.0,116.92186000000001,126.90625,714.0,1480.5,1064.25,125.71,1405.2
2014-04-16,1789.25,3649.75,0.91315,1.4882,10575.5,63770.0,116.70311000000001,126.96875,708.5,1495.5,1049.75,125.74,1408.4
2014-04-17,1794.5,3671.5,0.91385,1.4880000000000002,10562.5,63670.0,116.07811000000001,126.0,706.0,1491.5,1054.25,126.08,1398.8
2014-04-21,1801.0,3699.5,0.91295,1.4857,10539.5,63895.0,116.06249,125.8125,699.25,1480.5,1030.75,126.36,1393.4
2014-04-22,1810.5,3733.25,0.91205,1.4864,10539.5,63720.0,115.95311000000001,126.03125,706.75,1469.0,1034.75,124.46,1386.0
2014-04-23,1809.5,3702.75,0.91175,1.4877,10560.5,63570.0,116.28123000000001,126.5625,715.0,1471.5,1037.25,124.15,1389.5
2014-04-24,1809.5,3733.0,0.91225,1.4886,10568.5,63495.0,116.24999,126.625,712.75,1480.5,1050.75,124.65,1395.5
2014-04-25,1796.5,3678.75,0.91125,1.4897,10588.5,63245.0,116.39061000000001,127.03125,717.0,1500.0,1061.75,123.31,1405.7
2014-04-28,1802.5,3689.0,0.91225,1.4915,10559.5,63270.0,116.42186000000001,126.8125,717.75,1497.5,1062.25,123.55,1403.9
2014-04-29,1808.25,3712.0,0.91815,1.4872,10545.5,63545.0,116.32811000000001,126.46875,724.0,1514.5,1069.75,123.99,1401.2
2014-04-30,1814.5,3721.5,0.91905,1.4933,10588.5,63720.0,116.74999,127.03125,721.0,1512.25,1075.5,122.45,1400.8
2014-05-01,1814.25,3735.0,0.91715,1.4926,10570.5,63820.0,116.98436000000001,127.78125,710.25,1471.25,1061.75,122.13,1388.3
2014-05-02,1811.0,3727.5,0.91655,1.4933,10577.5,64020.0,116.98436000000001,128.28125,704.0,1478.5,1070.0,122.47,1407.8
2014-05-05,1812.25,3739.0,0.91865,1.4939,10588.5,63870.0,116.90623000000001,127.8125,711.5,1477.5,1082.75,122.19,1414.2
2014-05-06,1800.75,3699.25,0.92455,1.4995,10641.5,64045.0,116.96873000000001,128.15625,720.75,1476.0,1093.25,122.21,1413.5
2014-05-07,1810.75,3688.75,0.92345,1.4978,10620.5,64295.0,117.20311000000001,128.09375,718.75,1465.25,1092.25,123.48,1393.8
2014-05-08,1808.75,3685.75,0.92985,1.4915,10649.5,64445.0,117.43749,128.28125,721.0,1478.75,1089.5,122.97,1392.6
2014-05-09,1810.0,3696.25,0.92295,1.4808,10619.5,64445.0,117.32811000000001,127.84375,709.5,1494.25,1076.75,122.7,1392.5
2014-05-12,1829.25,3756.0,0.92385,1.4817,10583.5,64320.0,117.06249,127.4375,701.75,1476.25,1069.75,123.33,1400.7
2014-05-13,1830.75,3757.0,0.92205,1.476,10570.5,64695.0,117.39061000000001,127.96875,704.25,1487.0,1063.75,124.44,1399.7
2014-05-14,1821.75,3744.5,0.92505,1.4768,10620.5,64770.0,117.95311000000001,129.125,698.5,1487.5,1044.75,125.13,1410.8
2014-05-15,1803.75,3711.5,0.92515,1.4777,10644.5,64470.0,118.24999,129.6875,688.75,1473.25,1032.75,124.52,1398.5
2014-05-16,1811.25,3731.0,0.92605,1.476,10646.5,64820.0,118.10936000000001,129.53125,689.0,1471.25,1029.0,124.97,1398.3
2014-05-19,1818.75,3761.5,0.92575,1.4774,10665.5,64845.0,118.06249,129.0625,683.25,1491.25,1029.5,125.5,1398.7
2014-05-20,1804.5,3744.75,0.92375,1.4759,10669.5,64645.0,118.32811000000001,129.34375,680.0,1476.75,1026.25,125.72,1399.5
2014-05-21,1821.5,3781.75,0.92195,1.4741,10656.5,64695.0,118.14061000000001,128.78125,680.25,1502.25,1021.0,127.46,1393.0
2014-05-22,1826.75,3796.25,0.92365,1.4713,10617.5,64970.0,117.95311000000001,128.59375,681.75,1519.5,1015.75,127.13,1399.9
2014-05-23,1833.5,3823.25,0.92605,1.4689,10600.5,65020.0,118.12499,129.03125,683.25,1517.0,1009.5,127.74,1396.6
2014-05-27,1845.75,3869.5,0.92695,1.4697,10601.5,65045.0,118.23436000000001,129.46875,674.0,1490.25,998.75,127.5,1370.4
2014-05-28,1845.5,3864.25,0.92495,1.4656,10612.5,64995.0,118.81249,130.75,677.0,1499.75,996.25,126.11,1364.4
2014-05-29,1854.5,3883.75,0.92855,1.4665,10623.5,65245.0,118.73437,130.53125,671.0,1504.25,990.25,126.97,1361.8
2014-05-30,1858.0,3883.75,0.92835,1.4697,10627.5,65120.0,118.62499,130.3125,665.75,1496.0,985.5,126.1,1350.7
2014-06-02,1858.25,3875.75,0.92345,1.4658,10553.5,64795.0,117.99999,129.21875,667.0,1498.5,977.5,125.86,1348.7
2014-06-03,1858.5,3879.0,0.92265,1.4686,10549.5,64645.0,117.53125,128.1875,661.75,1486.0,968.75,126.05,1349.2
2014-06-04,1862.25,3891.5,0.92055,1.4662,10530.5,64620.0,117.42187,128.0,660.0,1488.25,970.75,126.03,1349.0
2014-06-05,1875.0,3924.5,0.92145,1.4721,10554.5,65045.0,117.62499,128.25,652.0,1471.75,962.0,125.87,1358.0
2014-06-06,1885.75,3946.25,0.92115,1.4709999999999999,10546.5,64770.0,117.46875,128.21875,664.0,1472.5,976.0,126.05,1357.2
2014-06-09,1886.75,3942.0,0.92265,1.4651,10546.5,64195.0,117.29687,128.09375,655.25,1466.0,970.5,127.8,1358.6
2014-06-10,1887.0,3948.75,0.92295,1.4607,10563.5,64120.0,117.12499,127.78125,649.0,1466.75,958.75,127.74,1364.8
2014-06-11,1880.5,3946.5,0.92635,1.4591,10595.5,64245.0,117.18749,127.78125,645.25,1454.25,947.25,127.87,1365.9
2014-06-12,1867.0,3919.5,0.92765,1.4629,10630.5,64520.0,117.65625,128.75,647.0,1431.75,942.75,130.03,1378.7
2014-06-13,1872.25,3924.0,0.92765,1.4599,10596.5,64320.0,117.40625,128.625,650.75,1441.0,938.75,130.42,1378.8
2014-06-16,1873.0,3927.5,0.92795,1.4633,10613.5,64095.0,117.42187,128.8125,645.5,1438.75,933.0,130.55,1380.0
2014-06-17,1877.5,3927.25,0.92665,1.4608,10581.5,63695.0,116.96875,127.90625,642.75,1420.0,933.75,130.12,1376.7
2014-06-18,1892.75,3950.75,0.92645,1.4624,10586.5,64220.0,117.32812,128.53125,642.25,1428.75,939.5,129.84,1377.4
2014-06-19,1894.0,3944.0,0.93035,1.4672,10604.5,64320.0,117.45312,128.09375,650.25,1440.5,945.5,130.3,1418.8
2014-06-20,1897.0,3948.25,0.93655,1.4657,10587.5,64445.0,117.37499,128.1875,654.75,1433.0,937.5,131.08,1421.3
2014-06-23,1896.75,3949.5,0.93885,1.4668,10606.5,64270.0,117.37499,128.21875,645.25,1437.0,934.0,130.42,1423.1
2014-06-24,1887.0,3949.5,0.93755,1.4667,10600.5,64095.0,117.67187,128.875,643.75,1429.25,924.25,130.28,1426.0
2014-06-25,1893.25,3969.75,0.93895,1.4692,10610.5,64320.0,117.90625,129.34375,643.25,1433.25,927.75,130.75,1427.3
2014-06-26,1892.5,3972.5,0.94245,1.4672,10628.5,64295.0,118.18749,130.0,646.5,1447.5,925.75,130.09,1421.7
2014-06-27,1895.75,3986.5,0.94475,1.4709999999999999,10657.5,64595.0,118.20312,129.75,650.5,1433.75,934.5,129.99,1424.7
2014-06-30,1896.25,3995.5,0.94435,1.4759,10668.5,64445.0,118.28125,130.03125,628.75,1361.5,920.0,129.62,1426.7
2014-07-01,1909.5,4039.75,0.94695,1.4744,10644.5,64745.0,117.98437,129.1875,626.75,1351.5,916.75,129.59,1431.3
2014-07-02,1911.5,4044.75,0.94415,1.4719,10613.5,64445.0,117.49999,128.09375,621.75,1348.0,920.0,128.73,1435.6
2014-07-03,1921.25,4070.75,0.94815,1.4667,10576.5,64595.0,117.32812,127.84375,619.25,1334.5,925.5,128.31,1425.3
2014-07-07,1914.75,4059.25,0.94365,1.4673,10610.5,64345.0,117.49999,128.53125,610.25,1318.0,902.25,127.78,1421.7
2014-07-08,1904.25,4018.25,0.94365,1.4675,10642.5,64520.0,117.85937,129.4375,608.25,1308.5,902.0,127.65,1421.2
2014-07-09,1911.0,4040.5,0.94625,1.4711,10639.5,64645.0,118.09375,129.8125,602.0,1299.75,896.75,126.61,1429.0
2014-07-10,1901.5,4028.75,0.94575,1.4668,10667.5,64470.0,118.28125,129.9375,596.25,1289.5,892.25,127.26,1443.9
2014-07-11,1906.25,4052.5,0.93855,1.4673,10661.5,64520.0,118.32812,130.21875,588.5,1267.0,869.5,125.16,1442.1
2014-07-14,1914.75,4074.25,0.94035,1.4683,10636.5,64690.0,118.07812,129.75,591.5,1275.75,882.25,125.34,1411.4
2014-07-15,1911.75,4067.5,0.93625,1.4632,10624.5,64710.0,118.01562,129.78125,585.75,1272.0,882.75,124.39,1401.8
2014-07-16,1918.5,4077.5,0.93775,1.4587,10624.5,64950.0,117.99999,130.0,591.0,1289.25,883.75,125.46,1404.5
2014-07-17,1897.25,4031.0,0.93765,1.459,10664.5,64700.0,118.46875,130.96875,591.5,1278.25,895.25,127.06,1421.6
2014-07-18,1915.25,4085.25,0.93895,1.4589,10658.5,64720.0,118.39062,130.90625,583.0,1272.0,878.0,126.81,1414.1
2014-07-21,1910.0,4080.75,0.93865,1.4586,10656.5,64670.0,118.37499,131.28125,576.25,1259.25,876.0,127.72,1418.6
2014-07-22,1918.75,4105.5,0.93885,1.4529,10649.5,64840.0,118.51562,131.40625,572.75,1252.75,870.5,127.25,1411.0
2014-07-23,1924.5,4130.5,0.93905,1.452,10639.5,64850.0,118.53125,131.40625,575.0,1269.5,876.25,127.98,1409.4
2014-07-24,1924.5,4126.75,0.93775,1.4526,10611.5,64750.0,118.15625,130.71875,573.75,1279.25,872.0,126.93,1395.5
2014-07-25,1915.25,4110.5,0.93195,1.4494,10614.5,64790.0,118.42187,131.5,575.75,1281.5,881.5,126.95,1408.0
2014-07-28,1916.75,4115.0,0.93295,1.4496,10607.5,64540.0,118.23437,131.125,581.0,1305.5,879.5,126.53,1408.0
2014-07-29,1906.75,4107.25,0.92865,1.4472,10582.5,64140.0,118.48437,131.78125,575.5,1293.5,865.5,125.83,1402.7
2014-07-30,1908.75,4123.5,0.92475,1.4454,10511.5,63650.0,117.76562,130.34375,576.0,1280.25,871.25,125.13,1399.1
2014-07-31,1868.5,4039.75,0.92485,1.4453,10512.5,63300.0,117.71875,130.25,572.0,1281.5,872.0,123.03,1385.0
2014-08-01,1862.25,4028.25,0.92335,1.4491,10541.5,63400.0,118.35937,130.78125,567.25,1258.0,875.0,122.74,1397.0
2014-08-04,1875.75,4051.75,0.92415,1.4482,10542.5,63410.0,118.48437,130.9375,574.5,1279.25,886.25,123.15,1391.1
2014-08-05,1856.75,4026.75,0.91935,1.4435,10540.5,62840.0,118.49999,131.21875,572.5,1265.5,894.5,122.24,1387.5
2014-08-06,1858.5,4023.75,0.92335,1.444,10591.5,63140.0,118.60937,131.34375,579.5,1279.5,908.5,121.78,1410.4
2014-08-07,1849.0,4011.75,0.92285,1.4421,10590.5,62870.0,119.03125,132.09375,576.75,1277.75,900.75,122.2,1414.7
2014-08-08,1867.5,4028.5,0.91905,1.4474,10590.5,63200.0,119.07812,132.25,569.0,1284.5,887.75,122.51,1413.2
2014-08-11,1876.25,4060.0,0.92275,1.4445,10576.5,63480.0,119.03125,132.25,573.75,1273.0,883.75,122.88,1412.7
2014-08-12,1874.25,4058.5,0.92385,1.443,10574.5,63780.0,118.93749,131.8125,574.25,1259.5,873.25,122.15,1412.8
2014-08-13,1888.5,4100.75,0.92365,1.4431,10550.5,63890.0,119.24999,132.3125,575.5,1246.75,868.25,122.41,1416.7
2014-08-14,1897.25,4123.0,0.92465,1.4429,10549.5,64110.0,119.40625,132.90625,579.25,1256.0,875.5,119.75,1417.9
2014-08-15,1896.25,4140.0,0.92585,1.4461,10562.5,64270.0,119.74999,133.875,582.75,1252.25,886.0,120.99,1408.4
2014-08-18,1911.25,4168.25,0.92625,1.4424,10537.5,64330.0,119.46875,133.0,577.5,1257.75,876.25,119.42,1401.5
2014-08-19,1921.0,4189.25,0.92165,1.4382,10506.5,64350.0,119.32812,132.625,578.0,1251.75,879.75,118.53,1398.9
2014-08-20,1927.0,4194.5,0.91975,1.4326,10432.5,64000.0,119.03125,132.53125,573.0,1237.0,871.25,119.12,1397.4
2014-08-21,1933.25,4202.5,0.92145,1.4343,10424.5,64100.0,119.12499,132.90625,574.25,1236.5,874.75,119.63,1377.6
2014-08-22,1931.5,4209.75,0.92155,1.4304,10411.5,63930.0,118.99999,133.28125,576.75,1240.0,882.75,119.32,1382.4
2014-08-25,1938.75,4218.5,0.91855,1.4255,10406.5,63820.0,119.06249,133.5625,573.0,1227.25,876.75,119.02,1381.1
2014-08-26,1942.25,4227.25,0.92105,1.4235,10396.5,64070.0,119.14062,133.375,571.0,1226.75,879.5,119.53,1387.4
2014-08-27,1940.75,4227.75,0.93055,1.4258,10416.5,64110.0,119.34375,134.0,570.75,1223.0,885.0,119.55,1385.6
2014-08-28,1940.5,4224.75,0.92955,1.4246,10435.5,64220.0,119.54688,134.5625,574.75,1227.75,893.75,120.22,1392.6
2014-08-29,1945.25,4237.0,0.92795,1.4196,10394.5,64290.0,119.48438,134.375,570.25,1223.75,885.0,121.63,1389.6
2014-09-02,1943.5,4247.0,0.92355,1.4188,10301.5,64050.0,118.93751,132.96875,569.0,1231.0,876.0,118.55,1367.2
2014-09-03,1942.5,4226.75,0.92685,1.4207,10327.5,64190.0,118.93751,133.21875,557.75,1218.25,858.5,121.21,1372.5
2014-09-04,1941.5,4224.25,0.92735,1.3999,10291.5,63890.0,118.68751,132.46875,552.0,1201.75,852.5,120.12,1368.7
2014-09-05,1949.75,4241.5,0.92705,1.402,10306.5,64460.0,118.76563,132.21875,561.25,1219.5,855.5,118.96,1369.5
2014-09-08,1944.25,4248.0,0.92035,1.3969,10233.5,63940.0,118.65625,132.25,553.75,1206.75,853.25,118.33,1356.5
2014-09-09,1933.5,4221.0,0.91715,1.3980000000000001,10193.5,63440.0,118.35938,132.0,549.75,1190.5,846.5,118.42,1350.7
2014-09-10,1938.75,4248.0,0.92175,1.3967,10149.5,63590.0,118.18751,131.46875,551.0,1191.5,838.5,117.34,1347.5
2014-09-11,1940.75,4246.0,0.91285,1.3985,10127.5,63510.0,118.20313,131.5625,546.0,1179.5,828.75,118.28,1341.2
2014-09-12,1928.5,4224.75,0.90985,1.401,10104.5,63370.0,117.68751,130.125,543.5,1183.75,822.5,117.69,1333.7
2014-09-15,1928.0,4188.5,0.91325,1.3997,10115.5,63370.0,117.85938,130.40625,547.5,1188.75,820.75,118.29,1337.3
2014-09-16,1943.5,4221.25,0.91935,1.4021,10118.5,63870.0,117.92188,130.3125,548.0,1180.5,815.25,120.02,1338.9
2014-09-17,1945.75,4228.25,0.91975,1.3977,10046.5,63700.0,117.75001,130.21875,546.5,1182.0,818.75,119.42,1338.1
2014-09-18,1956.5,4259.5,0.92125,1.3976,9982.5,63380.0,117.43751,130.0,543.25,1170.75,808.25,118.31,1329.1
2014-09-19,1955.75,4256.0,0.92095,1.3896,9966.5,63450.0,117.70313,130.875,536.75,1156.5,793.5,118.06,1318.8
2014-09-22,1938.25,4215.75,0.91495,1.3895,9976.5,63240.0,117.98438,131.03125,535.25,1137.0,792.0,117.26,1320.1
2014-09-23,1924.25,4200.0,0.91165,1.3917,9967.5,63010.0,118.23438,131.6875,530.75,1135.0,790.75,117.83,1324.2
2014-09-24,1943.0,4250.75,0.91215,1.3839,9962.5,63140.0,117.98438,131.125,534.75,1136.5,794.75,118.99,1321.7
2014-09-25,1913.5,4170.5,0.90955,1.3807,9987.5,62580.0,118.45313,132.09375,531.5,1122.75,790.25,118.7,1324.1
2014-09-26,1928.0,4208.75,0.90505,1.3741,9929.5,62240.0,118.14063,131.90625,528.25,1110.0,790.0,119.54,1317.6
2014-09-29,1921.5,4198.5,0.90565,1.3752,9923.5,62010.0,118.46875,132.59375,531.0,1123.5,796.5,120.41,1321.0
2014-09-30,1917.5,4207.75,0.90115,1.3687,9900.5,62430.0,118.34375,132.1875,526.0,1112.5,793.0,117.19,1313.8
2014-10-01,1892.75,4145.75,0.90355,1.3666,9944.5,62230.0,119.21875,133.90625,526.5,1116.25,794.75,116.66,1317.7
2014-10-02,1890.5,4141.25,0.90495,1.3733,10009.5,62740.0,119.01563,133.28125,528.25,1124.25,798.5,116.8,1317.3
2014-10-03,1912.25,4179.25,0.89705,1.3567,9887.5,62060.0,118.84375,133.5,528.75,1111.75,799.5,115.59,1295.1
2014-10-06,1908.0,4170.25,0.90585,1.3685,9961.5,62470.0,119.10938,133.65625,537.75,1141.75,806.0,116.26,1309.5
2014-10-07,1880.0,4119.5,0.90385,1.3722,10038.5,62200.0,119.70313,134.875,546.0,1140.5,820.75,114.9,1314.6
2014-10-08,1913.75,4193.75,0.90915,1.379,10030.5,62700.0,120.07813,134.9375,549.0,1134.75,821.75,113.51,1308.2
2014-10-09,1877.0,4133.5,0.90435,1.3745,10063.5,62370.0,120.14063,135.09375,550.25,1141.25,807.75,111.97,1327.5
2014-10-10,1846.25,4016.25,0.90075,1.3671,10059.5,62430.0,120.25001,135.5625,539.25,1121.75,812.0,112.03,1323.9
2014-10-13,1817.5,3961.75,0.90125,1.3723,10090.5,62550.0,120.85938,136.3125,551.0,1144.5,819.5,111.9,1332.2
2014-10-14,1826.75,3975.0,0.89455,1.3706,10135.5,62420.0,121.14063,136.96875,562.5,1164.5,823.75,108.12,1336.5
2014-10-15,1798.75,3915.0,0.89505,1.3833,10217.5,61720.0,122.26563,138.65625,553.0,1152.25,820.5,107.86,1347.0
