date,negative_proportion_min,negative_proportion_max,negative_proportion_mean,positive_proportion_min,positive_proportion_max,positive_proportion_mean,neutral_proportion_min,neutral_proportion_max,neutral_proportion_mean,combined_score_min,combined_score_max,combined_score_mean
2018-03-31,0.0,0.42,0.17625,0.0,0.157,0.08025000000000002,0.0,0.824,0.49349999999999994,-0.9567,0.0,-0.42522499999999996
2018-04-01,0.0,0.188,0.0875,0.049,0.787,0.266,0.213,0.837,0.6465,-0.7264,0.5719,-0.09187500000000001
2018-04-02,0.111,0.272,0.19885714285714287,0.034,0.162,0.0972857142857143,0.566,0.828,0.7038571428571428,-0.8883,0.101,-0.5427
2018-04-03,0.0,0.25,0.07708333333333334,0.0,0.286,0.10558333333333332,0.0,1.0,0.7339166666666667,-0.8928,0.7003,0.073775
2018-04-04,0.0,0.252,0.09585714285714286,0.0,0.342,0.17342857142857146,0.652,0.937,0.7308571428571428,-0.4019,0.8779,0.26575714285714286
2018-04-05,0.0,0.28,0.13725,0.035,0.23,0.15725,0.676,0.78,0.70575,-0.8957,0.7351,0.010724999999999985
2018-04-06,0.0,0.146,0.0764,0.045,0.548,0.20860000000000004,0.452,0.917,0.715,-0.6956,0.9517,0.2894
2018-04-07,0.0,0.0,0.0,0.0,0.472,0.15733333333333333,0.528,1.0,0.8426666666666667,0.0,0.9349,0.3116333333333333
2018-04-08,0.0,0.412,0.14742857142857144,0.0,0.34,0.16307142857142856,0.487,0.859,0.6894285714285713,-0.875,0.8687,0.06670714285714284
2018-04-09,0.0,0.085,0.0425,0.246,0.584,0.415,0.416,0.669,0.5425,0.8625,0.9895,0.926
2018-04-10,0.0,0.556,0.2072,0.0,0.451,0.22840000000000002,0.306,0.819,0.5644,-0.4215,0.9201,0.27744
2018-04-11,0.0,0.243,0.1159,0.0,0.531,0.2082,0.469,0.821,0.6759000000000002,-0.8542,0.959,-0.007069999999999998
2018-04-12,0.0,0.402,0.07500000000000001,0.0,0.417,0.14837499999999998,0.583,1.0,0.776625,-0.9299,0.8779,0.22107499999999997
2018-04-13,0.0,0.375,0.09255555555555556,0.0,0.309,0.14355555555555555,0.625,1.0,0.7638888888888888,-0.9719,0.9571,0.20044444444444445
2018-04-14,0.0,0.424,0.1024,0.0,0.395,0.16999999999999998,0.0,0.86,0.5276,-0.9618,0.9359,0.30042
2018-04-15,0.0,0.267,0.09975,0.0,0.18,0.09175,0.691,0.945,0.8083749999999998,-0.8576,0.8668,0.11091250000000001
2018-04-16,0.071,0.094,0.08249999999999999,0.057,0.231,0.14400000000000002,0.674,0.872,0.773,-0.128,0.4287,0.15035
2018-04-17,0.0,0.102,0.0475,0.107,0.348,0.20625,0.652,0.893,0.746,0.17,0.5563,0.39005
2018-04-18,0.0,0.371,0.11326666666666665,0.0,0.593,0.2294,0.407,0.894,0.6573999999999998,-0.9274,0.8826,0.14249333333333336
2018-04-19,0.0,0.046,0.0092,0.164,0.456,0.3032,0.544,0.836,0.6878,0.5719,0.9423,0.77168
2018-04-20,0.0,0.347,0.084375,0.0,0.524,0.17618749999999997,0.476,1.0,0.7393125,-0.9169,0.9274,0.26926875
2018-04-21,0.0,0.277,0.121,0.054,0.217,0.13307692307692312,0.56,0.902,0.7457692307692306,-0.533,0.7311,0.031115384615384618
2018-04-22,0.0,0.211,0.06125,0.0,0.531,0.20683333333333334,0.436,1.0,0.7319166666666667,-0.8737,0.8807,0.3376416666666667
2018-04-23,0.0,0.556,0.15614285714285714,0.0,0.266,0.09157142857142857,0.444,0.903,0.7522857142857141,-0.8924,0.7902,-0.05345714285714286
2018-04-24,0.099,0.099,0.099,0.178,0.178,0.178,0.724,0.724,0.724,0.34,0.34,0.34
2018-04-25,0.0,0.192,0.04541666666666667,0.0,0.397,0.19283333333333333,0.543,1.0,0.7617500000000001,0.0,0.9382,0.5544166666666667
2018-04-26,0.0,0.0,0.0,0.0,0.629,0.33966666666666673,0.371,1.0,0.6603333333333333,0.0,0.624,0.37263333333333337
2018-04-27,0.0,0.295,0.08120000000000001,0.0,0.615,0.2474,0.385,0.863,0.6712999999999999,-0.9515,0.9245,0.49590000000000006
2018-04-28,0.0,0.435,0.15025,0.0,0.267,0.09137499999999998,0.565,1.0,0.758625,-0.9062,0.9,-0.10701249999999998
2018-04-29,0.0,0.304,0.0728,0.08,0.322,0.20600000000000002,0.616,0.788,0.7212000000000001,-0.9258,0.93,0.3114
2018-04-30,0.0,0.244,0.1534,0.059,0.35,0.21799999999999997,0.498,0.748,0.6284000000000001,-0.6486,0.9566,0.016660000000000008
2018-05-01,0.0,0.253,0.1105,0.055,0.35,0.21212499999999995,0.507,0.805,0.6772500000000001,-0.8402,0.9092,0.442275
2018-05-02,0.0,0.259,0.088875,0.0,1.0,0.3365,0.0,0.83,0.5746249999999999,-0.8777,0.9468,0.24515
2018-05-03,0.0,0.161,0.05688888888888889,0.0,1.0,0.2574444444444445,0.0,0.906,0.6857777777777778,-0.4215,0.9467,0.3608777777777778
2018-05-04,0.0,0.548,0.15555555555555559,0.0,0.458,0.14388888888888887,0.0,1.0,0.5895555555555556,-0.9442,0.9001,0.003044444444444442
2018-05-05,0.0,0.252,0.079,0.025,0.513,0.24699999999999997,0.487,0.871,0.674,-0.9118,0.9593,0.4438285714285715
2018-05-06,0.0,0.0,0.0,0.455,0.455,0.455,0.545,0.545,0.545,0.3612,0.3612,0.3612
2018-05-07,0.0,0.268,0.15277777777777776,0.067,0.507,0.17955555555555558,0.493,0.888,0.6674444444444444,-0.8481,0.9371,0.003377777777777788
2018-05-08,0.0,0.211,0.077,0.0,0.239,0.1052,0.708,1.0,0.8176,-0.6808,0.8687,0.1731
2018-05-09,0.0,0.263,0.079375,0.0,0.423,0.16574999999999998,0.545,1.0,0.7548750000000001,-0.9295,0.9788,0.3178125
2018-05-10,0.0,0.45,0.12628571428571428,0.0,0.3,0.10042857142857142,0.55,1.0,0.7731428571428571,-0.945,0.7574,-0.07814285714285715
2018-05-11,0.0,0.0,0.0,0.556,0.556,0.556,0.444,0.444,0.444,0.3612,0.3612,0.3612
2018-05-12,0.0,0.2,0.0775,0.042,0.187,0.11425,0.723,0.849,0.8082499999999999,-0.6486,0.7783,0.08180000000000003
2018-05-13,0.0,0.074,0.0185,0.044,0.649,0.26625,0.351,0.956,0.715,0.0516,0.854,0.4125
2018-05-14,0.0,0.292,0.0795,0.0,0.494,0.165,0.506,0.94,0.7553333333333333,-0.9279,0.8945,0.06599999999999999
2018-05-15,0.0,0.125,0.031714285714285716,0.0,0.473,0.13985714285714285,0.0,1.0,0.6855714285714285,-0.765,0.9448,0.22638571428571425
2018-05-16,0.0,0.058,0.017,0.0,0.5,0.18533333333333332,0.0,1.0,0.6865555555555556,-0.3818,0.9766,0.4451111111111111
2018-05-17,0.0,0.262,0.09166666666666666,0.075,0.484,0.1887777777777778,0.516,0.859,0.7196666666666666,-0.34,0.886,0.3796222222222222
2018-05-18,0.0,0.342,0.08349999999999999,0.0,0.421,0.2029,0.579,1.0,0.7137,-0.9369,0.9313,0.20949
2018-05-19,0.0,0.291,0.13266666666666665,0.102,0.433,0.232,0.488,0.833,0.6353333333333334,-0.8957,0.9367,0.4083666666666666
2018-05-20,0.0,0.269,0.10110000000000001,0.0,0.408,0.1609,0.592,0.882,0.738,-0.9231,0.939,0.04315000000000002
2018-05-21,0.0,0.248,0.060272727272727276,0.0,0.201,0.114,0.572,1.0,0.8256363636363637,-0.7753,0.7717,0.19033636363636364
2018-05-22,0.115,0.115,0.115,0.258,0.258,0.258,0.626,0.626,0.626,0.796,0.796,0.796
2018-05-23,0.0,0.714,0.12606666666666666,0.0,0.556,0.1462,0.286,1.0,0.7277333333333333,-0.9153,0.8834,0.09547333333333334
2018-05-24,0.0,0.296,0.095,0.0,0.714,0.220625,0.286,0.823,0.6842499999999999,-0.9449,0.765,0.054462500000000004
2018-05-25,0.0,0.415,0.11058333333333333,0.0,0.376,0.17408333333333334,0.564,0.914,0.7153333333333335,-0.7783,0.9337,0.28783333333333333
2018-05-26,0.0,0.266,0.06825,0.0,0.512,0.2245,0.488,1.0,0.7070833333333333,-0.8825,0.9633,0.3301666666666667
2018-05-27,0.0,0.223,0.12366666666666665,0.0,0.6,0.16433333333333333,0.4,0.828,0.7117777777777778,-0.8271,0.9638,-0.2107111111111111
2018-05-28,0.0,0.127,0.04057142857142857,0.0,0.342,0.12728571428571428,0.0,1.0,0.6894285714285714,-0.3804,0.947,0.36021428571428565
2018-05-29,0.0,0.231,0.11308333333333331,0.0,0.312,0.16291666666666668,0.554,0.92,0.7240000000000001,-0.875,0.9518,0.2771666666666667
2018-05-30,0.0,0.196,0.082,0.025,0.257,0.0935,0.743,0.891,0.8245,-0.8748,0.7089,-0.165875
2018-05-31,0.0,0.306,0.0906,0.0,0.448,0.19433333333333333,0.438,1.0,0.715,-0.6795,0.9184,0.2295733333333333
2018-06-01,0.0,0.163,0.06420000000000001,0.0,0.697,0.1692,0.303,1.0,0.7666,-0.5106,0.34,0.02951999999999999
2018-06-02,0.0,0.385,0.17980000000000002,0.0,0.458,0.1526,0.529,0.864,0.6676,-0.9393,0.926,-0.23704
2018-06-03,0.0,0.423,0.11499999999999999,0.0,0.242,0.11391666666666667,0.0,0.972,0.6875833333333334,-0.8613,0.5598,-0.156325
2018-06-04,0.0,0.191,0.10636363636363635,0.0,0.365,0.1278181818181818,0.635,0.893,0.7659090909090908,-0.7281,0.7845,0.016036363636363647
2018-06-05,0.0,0.305,0.062333333333333324,0.0,0.521,0.21055555555555552,0.479,1.0,0.7272222222222223,-0.8578,0.9623,0.2890277777777778
2018-06-06,0.0,0.307,0.11379999999999998,0.0,0.474,0.1832,0.0,0.9,0.6364,-0.9389,0.9349,0.14351333333333333
2018-06-07,0.0,0.245,0.09845454545454545,0.028,0.658,0.19081818181818183,0.342,0.849,0.7108181818181818,-0.9081,0.91,0.15956363636363638
2018-06-08,0.0,0.333,0.11700000000000002,0.0,0.577,0.17244444444444443,0.423,0.931,0.7105555555555556,-0.9179,0.9612,0.025250000000000005
2018-06-09,0.126,0.126,0.126,0.174,0.174,0.174,0.7,0.7,0.7,0.1779,0.1779,0.1779
2018-06-10,0.0,0.188,0.0509,0.0,0.467,0.1854,0.533,1.0,0.7639,-0.8922,0.9451,0.35567000000000004
2018-06-11,0.0,0.261,0.0972857142857143,0.044,0.51,0.1824285714285714,0.49,0.878,0.7205714285714285,-0.6192,0.8074,0.08664285714285715
2018-06-12,0.0,0.31,0.12383333333333334,0.0,0.62,0.15816666666666665,0.0,0.922,0.5513333333333333,-0.8807,0.9081,-0.18905000000000002
2018-06-13,0.0,0.3,0.10740909090909093,0.0,0.415,0.19604545454545458,0.475,0.879,0.6965454545454547,-0.9065,0.9559,0.36975909090909087
2018-06-14,0.0,0.18,0.06925,0.177,0.431,0.26975,0.528,0.823,0.661,0.7845,0.936,0.831175
2018-06-15,0.0,0.272,0.11792307692307694,0.0,1.0,0.21769230769230768,0.0,0.881,0.6644615384615385,-0.8727,0.9807,0.07230769230769231
2018-06-16,0.0,0.307,0.1359,0.0,0.428,0.1527,0.549,0.837,0.7114,-0.8979,0.9829,0.028590000000000004
2018-06-17,0.0,0.282,0.1312222222222222,0.045,0.445,0.20777777777777776,0.273,0.772,0.6607777777777778,-0.8807,0.9446,0.34671111111111114
2018-06-18,0.0,0.442,0.184,0.0,0.15,0.07281818181818182,0.509,1.0,0.7432727272727273,-0.9601,0.5118,-0.45980909090909083
2018-06-19,0.0,0.298,0.14485714285714285,0.0,0.372,0.14357142857142854,0.503,1.0,0.712,-0.8271,0.8402,-0.1503142857142857
2018-06-20,0.0,0.308,0.12355555555555554,0.027,0.714,0.2771111111111111,0.286,0.784,0.599111111111111,-0.9534,0.7783,-0.0319888888888889
2018-06-21,0.0,0.332,0.07855555555555555,0.0,0.538,0.18400000000000002,0.0,1.0,0.6819444444444445,-0.8623,0.9432,0.25907777777777785
2018-06-22,0.0,0.235,0.08689473684210525,0.036,0.366,0.20578947368421055,0.566,0.876,0.707263157894737,-0.6369,0.93,0.3846842105263158
2018-06-23,0.0,0.556,0.166,0.0,0.293,0.15283333333333335,0.444,0.886,0.6810833333333334,-0.9393,0.8442,0.07998333333333334
2018-06-24,0.0,0.348,0.09442857142857143,0.0,0.72,0.30757142857142855,0.28,1.0,0.598,-0.9307,0.9584,0.3182857142857142
2018-06-25,0.0,0.208,0.10250000000000001,0.0,0.355,0.14207142857142857,0.475,0.925,0.7555000000000002,-0.8074,0.9201,0.20862142857142857
2018-06-26,0.0,0.24,0.0863125,0.0,0.493,0.13168749999999999,0.267,1.0,0.7819375,-0.8655,0.872,0.08671875000000001
2018-06-27,0.0,0.391,0.09145454545454546,0.0,0.672,0.2820000000000001,0.328,1.0,0.6266363636363637,-0.8402,0.9693,0.35715454545454545
2018-06-28,0.0,0.286,0.07688235294117646,0.0,0.55,0.2177058823529412,0.45,1.0,0.7054705882352943,-0.9017,0.9401,0.25876470588235295
2018-06-29,0.0,0.117,0.057,0.0,0.133,0.06366666666666666,0.749,1.0,0.879,0.0,0.1779,0.0765
2018-06-30,0.0,0.289,0.09085714285714284,0.028,0.385,0.2235714285714286,0.543,0.862,0.6855714285714285,-0.922,0.9482,0.4661142857142858
2018-07-01,0.0,0.258,0.061571428571428576,0.0,0.286,0.17742857142857144,0.615,1.0,0.7612857142857142,-0.875,0.9245,0.3711857142857143
2018-07-02,0.0,0.0,0.0,0.227,0.301,0.264,0.699,0.773,0.736,0.8658,0.9468,0.9063
2018-07-03,0.0,0.345,0.13136363636363635,0.027,0.456,0.17309090909090907,0.541,0.911,0.6954545454545454,-0.7717,0.9245,-0.05121818181818181
2018-07-04,0.0,0.116,0.035333333333333335,0.0,0.527,0.24075000000000005,0.0,1.0,0.6405833333333334,-0.6365,0.979,0.4887250000000001
2018-07-05,0.0,0.31,0.1234,0.0,0.649,0.1674,0.351,0.892,0.7091999999999999,-0.6769,0.6395,-0.10651999999999999
2018-07-06,0.0,0.12,0.055,0.168,0.617,0.2926666666666667,0.383,0.76,0.6523333333333333,0.4404,0.9601,0.7787999999999999
2018-07-07,0.0,0.161,0.06675,0.0,0.368,0.12975,0.632,1.0,0.8035000000000001,-0.7717,0.7906,0.03672499999999998
2018-07-08,0.0,0.251,0.18075,0.068,0.338,0.1695,0.629,0.681,0.65025,-0.8481,0.9145,-0.3444
2018-07-09,0.0,0.625,0.12014285714285713,0.0,0.313,0.1551428571428571,0.375,1.0,0.7245714285714285,-0.6124,0.8858,0.3769
2018-07-10,0.0,0.329,0.10739999999999998,0.0,0.464,0.2259,0.5,1.0,0.6667,-0.8807,0.9808,0.16699000000000003
2018-07-11,0.0,0.126,0.053857142857142846,0.0,0.287,0.11557142857142857,0.613,1.0,0.8307142857142858,-0.7096,0.8714,0.28077142857142856
2018-07-12,0.0,0.211,0.08758333333333333,0.0,0.714,0.17025,0.286,1.0,0.74225,-0.8016,0.9313,0.11345833333333333
2018-07-13,0.0,0.146,0.0558,0.0,0.511,0.2508,0.489,1.0,0.6934,-0.6705,0.9274,0.37326
2018-07-14,0.0,0.201,0.0637,0.0,0.261,0.0466,0.0,1.0,0.7897000000000001,-0.8771,0.765,-0.07979
2018-07-15,0.078,0.078,0.078,0.128,0.128,0.128,0.793,0.793,0.793,0.1655,0.1655,0.1655
2018-07-16,0.0,0.414,0.1308888888888889,0.0,0.498,0.20355555555555557,0.502,0.909,0.6656666666666667,-0.8608,0.9771,0.008877777777777787
2018-07-17,0.0,0.256,0.0730909090909091,0.0,0.455,0.1959090909090909,0.537,1.0,0.731,-0.6164,0.9201,0.22636363636363638
2018-07-18,0.0,0.219,0.08180000000000001,0.061,0.393,0.2351,0.544,0.777,0.6832,-0.7579,0.9335,0.47901
2018-07-19,0.0,0.324,0.10313333333333331,0.0,0.343,0.1317333333333333,0.587,1.0,0.7650666666666666,-0.9345,0.9337,0.07993999999999998
2018-07-20,0.0,0.274,0.18516666666666667,0.0,0.23,0.12883333333333336,0.539,0.77,0.6861666666666667,-0.8924,0.5586,-0.3078166666666667
2018-07-21,0.069,0.279,0.14033333333333334,0.047,0.172,0.12299999999999998,0.673,0.781,0.7360000000000001,-0.8957,0.6486,0.11536666666666666
2018-07-22,0.072,0.296,0.19363636363636363,0.0,0.266,0.14745454545454548,0.549,0.784,0.6589999999999999,-0.9645,0.8729,-0.2625545454545455
2018-07-23,0.0,0.328,0.1315,0.0,0.787,0.133,0.213,1.0,0.7354999999999999,-0.9393,0.5849,-0.2360916666666667
2018-07-24,0.0,0.251,0.02788888888888889,0.0,0.577,0.29933333333333334,0.423,1.0,0.6727777777777777,-0.5267,0.9501,0.5330555555555556
2018-07-25,0.0,0.322,0.11346153846153847,0.0,0.385,0.18530769230769228,0.0,0.823,0.6243846153846154,-0.926,0.9609,0.23930769230769228
2018-07-26,0.0,0.322,0.056769230769230766,0.085,0.487,0.2799230769230769,0.49,0.854,0.6632307692307692,-0.7511,0.9744,0.638423076923077
2018-07-27,0.0,0.373,0.05391666666666667,0.0,0.722,0.21300000000000005,0.278,1.0,0.733,-0.969,0.9335,0.2968166666666667
2018-07-28,0.0,0.272,0.050272727272727274,0.0,0.316,0.2113636363636364,0.622,1.0,0.7384545454545454,-0.7236,0.9399,0.5290181818181818
2018-07-29,0.0,0.211,0.10474999999999998,0.0,0.317,0.111,0.0,0.881,0.65925,-0.875,0.8519,0.03232499999999999
2018-07-30,0.0,0.388,0.1575,0.0,0.368,0.14575,0.578,0.862,0.6970000000000001,-0.9657,0.8876,-0.013150000000000023
2018-07-31,0.0,0.234,0.07985,0.0,0.577,0.2876500000000001,0.0,1.0,0.5824999999999999,-0.25,0.9638,0.5372250000000001
2018-08-01,0.0,0.346,0.09066666666666666,0.0,0.691,0.20216666666666663,0.309,1.0,0.7071666666666667,-0.9588,0.9724,0.325475
2018-08-02,0.0,0.274,0.10541666666666666,0.0,0.427,0.15991666666666668,0.0,1.0,0.6513333333333334,-0.8779,0.9657,0.051383333333333316
2018-08-03,0.0,0.26,0.08477777777777779,0.0,0.691,0.29033333333333333,0.309,0.868,0.625,-0.9062,0.9538,0.5938444444444445
2018-08-04,0.0,0.233,0.10023076923076925,0.0,0.796,0.2536153846153846,0.204,1.0,0.6461538461538462,-0.9081,0.9383,0.3799461538461539
2018-08-05,0.0,0.317,0.09925,0.0,0.787,0.1805625,0.213,1.0,0.7200625,-0.9112,0.8957,0.08807500000000001
2018-08-06,0.0,0.216,0.0696,0.0,0.273,0.1046,0.637,1.0,0.8257999999999999,-0.835,0.904,0.14014
2018-08-07,0.026,0.212,0.11400000000000002,0.048,0.379,0.15825,0.571,0.85,0.728,-0.835,0.9719,0.2042625
2018-08-08,0.0,0.064,0.009142857142857144,0.0,0.652,0.29014285714285715,0.348,1.0,0.7007142857142857,0.0,0.9506,0.7739714285714285
2018-08-09,0.0,0.125,0.0348,0.0,0.636,0.2278,0.364,1.0,0.7373999999999999,-0.296,0.9403,0.45305999999999996
2018-08-10,0.0,0.36,0.103,0.0,0.23,0.0918888888888889,0.619,1.0,0.805111111111111,-0.9701,0.7,0.18821111111111113
2018-08-11,0.0,0.387,0.1389,0.075,0.285,0.1748,0.538,0.869,0.6862999999999999,-0.9382,0.9255,0.20051000000000002
2018-08-12,0.0,0.229,0.093125,0.041,0.418,0.17200000000000001,0.582,0.871,0.7348750000000001,-0.843,0.9096,0.12985000000000002
2018-08-13,0.134,0.222,0.18666666666666665,0.027,0.132,0.06933333333333333,0.664,0.817,0.7439999999999999,-0.8653,-0.4002,-0.5973999999999999
2018-08-14,0.0,0.413,0.12119999999999999,0.0,0.451,0.15788,0.0,0.868,0.681,-0.9493,0.9676,0.10350000000000004
2018-08-15,0.0,0.41,0.0632,0.0,0.439,0.28573333333333334,0.561,0.824,0.6511333333333333,-0.9778,0.9776,0.4989266666666667
2018-08-16,0.0,0.222,0.10475000000000001,0.059,0.556,0.20391666666666672,0.444,0.829,0.6911666666666668,-0.8271,0.8779,0.2835666666666667
2018-08-17,0.0,0.455,0.12990476190476188,0.0,0.541,0.17585714285714285,0.459,0.863,0.6940476190476189,-0.9231,0.8885,0.1519095238095238
2018-08-18,0.0,0.212,0.08780000000000003,0.0,0.451,0.133,0.0,0.907,0.6458666666666667,-0.9168,0.8658,-0.011166666666666665
2018-08-19,0.0,0.359,0.1689,0.0,0.208,0.0566,0.0,0.808,0.6742999999999999,-0.9702,0.7845,-0.4212200000000001
2018-08-20,0.0,0.397,0.18285714285714286,0.0,0.338,0.12285714285714289,0.533,1.0,0.6945714285714286,-0.9682,0.9468,-0.2517857142857143
2018-08-21,0.0,0.464,0.13676923076923075,0.0,0.374,0.1856153846153846,0.0,0.773,0.6006153846153846,-0.9837,0.9634,0.17749230769230773
2018-08-22,0.0,0.256,0.05777777777777778,0.0,0.626,0.2441111111111111,0.374,1.0,0.698,-0.631,0.7787,0.3229777777777778
2018-08-23,0.0,0.783,0.09583333333333334,0.0,0.286,0.07691666666666666,0.0,0.882,0.4105833333333333,-0.7351,0.6369,0.006466666666666667
2018-08-24,0.0,0.203,0.07553846153846153,0.0,0.332,0.13323076923076924,0.0,0.877,0.6373076923076921,-0.8316,0.8957,0.12083076923076924
2018-08-25,0.0,0.146,0.037529411764705874,0.0,0.691,0.1927058823529412,0.0,1.0,0.7109411764705884,-0.5849,0.8779,0.32888235294117646
2018-08-26,0.0,0.0,0.0,0.134,0.328,0.21850000000000003,0.672,0.866,0.7815000000000001,0.4404,0.5994,0.518475
2018-08-27,0.0,0.23,0.1308,0.178,0.367,0.28379999999999994,0.555,0.633,0.5856000000000001,-0.5267,0.9201,0.25884
2018-08-28,0.0,0.253,0.071,0.0,0.667,0.1830909090909091,0.333,1.0,0.7460909090909091,-0.9042,0.9402,0.2274181818181818
2018-08-29,0.0,0.253,0.07942857142857143,0.0,0.443,0.1630952380952381,0.0,1.0,0.709857142857143,-0.9042,0.9442,0.1270047619047619
2018-08-30,0.0,0.353,0.14468181818181816,0.0,0.32,0.10940909090909091,0.0,1.0,0.7005454545454546,-0.9638,0.8553,-0.24068636363636367
2018-08-31,0.0,0.153,0.058249999999999996,0.0,0.691,0.26575,0.309,1.0,0.67575,-0.4215,0.9648,0.32875
2018-09-01,0.0,0.195,0.08099999999999999,0.0,0.419,0.12285714285714286,0.0,0.954,0.7247142857142856,-0.8481,0.7574,-0.07827857142857143
2018-09-02,0.0,0.227,0.13158333333333333,0.0,0.577,0.13325,0.423,0.936,0.7351666666666666,-0.9062,0.6249,-0.14859999999999998
2018-09-03,0.0,0.157,0.052333333333333336,0.117,0.375,0.21966666666666668,0.625,0.883,0.7280000000000001,0.1531,0.765,0.5610333333333334
2018-09-04,0.0,0.304,0.1375,0.024,0.508,0.1685,0.492,0.883,0.694125,-0.9468,0.883,-0.04306249999999996
2018-09-05,0.0,0.338,0.07995238095238097,0.0,0.278,0.10557142857142858,0.593,1.0,0.8144761904761906,-0.8804,0.8126,-0.03687142857142856
2018-09-06,0.0,1.0,0.1861,0.0,0.36,0.1667,0.0,0.883,0.6472,-0.5106,0.8553,0.30771
2018-09-07,0.0,0.156,0.03788888888888889,0.0,0.691,0.23811111111111108,0.309,1.0,0.724,-0.0,0.9231,0.3948
2018-09-08,0.0,0.37,0.09583333333333333,0.0,0.271,0.1685,0.555,1.0,0.7356666666666668,-0.959,0.8934,0.20105000000000003
2018-09-09,0.0,0.273,0.05938461538461538,0.0,0.787,0.27269230769230773,0.213,0.941,0.668,-0.9536,0.9612,0.35478461538461536
2018-09-10,0.0,0.268,0.107,0.0,0.351,0.14475,0.551,0.906,0.7481666666666666,-0.7351,0.9152,0.07635000000000002
2018-09-11,0.0,0.126,0.04035714285714286,0.0,0.329,0.08278571428571427,0.0,1.0,0.734,-0.4398,0.8949,0.15890714285714289
2018-09-12,0.0,0.215,0.06815384615384615,0.0,0.343,0.13453846153846152,0.0,0.81,0.5666153846153846,-0.8807,0.8591,0.12055384615384615
2018-09-13,0.0,0.202,0.0901818181818182,0.0,0.531,0.16145454545454543,0.0,0.89,0.6574545454545454,-0.872,0.9274,0.15025454545454545
2018-09-14,0.0,0.228,0.058,0.071,0.714,0.36014285714285715,0.286,0.884,0.5818571428571427,-0.7449,0.6249,0.0879857142857143
2018-09-15,0.0,0.198,0.06544444444444444,0.0,0.691,0.22611111111111112,0.309,1.0,0.7083333333333334,-0.8271,0.9316,0.08024444444444442
2018-09-16,0.0,0.343,0.1022,0.0,0.714,0.244,0.286,0.903,0.6540999999999999,-0.9654,0.9393,0.32447
2018-09-17,0.0,0.278,0.08454545454545456,0.0,0.459,0.12854545454545455,0.541,1.0,0.786909090909091,-0.8347,0.9022,0.08107272727272725
2018-09-18,0.0,0.197,0.05758333333333334,0.0,0.649,0.23483333333333337,0.0,0.845,0.6244166666666667,-0.8442,0.9565,0.36760833333333337
2018-09-19,0.0,0.209,0.050916666666666666,0.0,0.484,0.14983333333333335,0.0,1.0,0.71575,-0.7964,0.8834,0.17290000000000003
2018-09-20,0.0,0.096,0.0254,0.0,0.394,0.1747,0.0,0.915,0.6998,0.0,0.8421,0.4408500000000001
2018-09-21,0.0,0.219,0.033999999999999996,0.0,0.577,0.21199999999999997,0.0,1.0,0.6364705882352941,-0.8176,0.9062,0.2641941176470588
2018-09-22,0.0,0.2,0.028545454545454544,0.0,0.831,0.264,0.0,1.0,0.5256363636363637,-0.4215,0.7717,0.20202727272727275
2018-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-24,0.0,0.162,0.0405,0.0,0.692,0.288,0.308,0.871,0.6715,-0.4019,0.9402,0.527925
2018-09-25,0.0,0.214,0.031285714285714285,0.0,0.571,0.2880714285714286,0.0,1.0,0.6092142857142857,-0.0772,0.9531,0.6236499999999999
2018-09-26,0.0,0.245,0.037,0.0,0.556,0.20725000000000002,0.0,1.0,0.6724166666666666,-0.3818,0.8934,0.27780000000000005
2018-09-27,0.0,0.115,0.0462,0.0,0.301,0.1406,0.0,0.828,0.613,-0.3612,0.8957,0.28328
2018-09-28,0.121,0.121,0.121,0.127,0.127,0.127,0.752,0.752,0.752,0.0772,0.0772,0.0772
2018-09-29,0.0,0.0,0.0,0.444,0.444,0.444,0.556,0.556,0.556,0.9501,0.9501,0.9501
2018-09-30,0.0,0.164,0.0328,0.0,0.626,0.22180000000000005,0.0,0.856,0.5454,-0.4497,0.7717,0.33246000000000003
2018-10-01,0.0,0.104,0.0405,0.0,0.494,0.185,0.506,1.0,0.7745,0.0,0.9493,0.5430125
2018-10-02,0.0,0.0,0.0,0.0,0.759,0.46275,0.0,0.599,0.28725,0.0,0.7717,0.5715
2018-10-03,0.0,0.21,0.04071428571428572,0.0,0.831,0.3190476190476191,0.0,1.0,0.5926190476190476,-0.888,0.9618,0.5604523809523809
2018-10-04,0.0,0.107,0.032,0.0,0.466,0.21683333333333332,0.534,0.915,0.7513333333333333,-0.3412,0.9601,0.5185333333333334
2018-10-05,0.0,0.466,0.097,0.0,0.691,0.231,0.309,1.0,0.6722,-0.6549,0.7717,0.2557
2018-10-06,0.0,0.0,0.0,0.223,0.223,0.223,0.777,0.777,0.777,0.8875,0.8875,0.8875
2018-10-07,0.0,0.129,0.022625,0.065,0.691,0.300125,0.309,0.826,0.677125,-0.4939,0.9647,0.616125
2018-10-08,0.0,0.0,0.0,0.433,0.433,0.433,0.567,0.567,0.567,0.9618,0.9618,0.9618
2018-10-09,0.0,0.196,0.043833333333333335,0.0,0.47,0.17241666666666666,0.0,1.0,0.6171666666666666,-0.6184,0.9348,0.2808833333333333
2018-10-10,0.0,0.277,0.065,0.0,0.688,0.21263636363636362,0.0,1.0,0.6313636363636363,-0.9445,0.9152,0.25199090909090915
