date,S_up_gamma_5,S_down_gamma_5,S_up_diff_5,S_down_diff_5
2019-01-03,18017.198708617914,19804.426578352697,7387.042620442824,9369.254857021415
2019-01-07,17922.935091022366,22666.47816474596,6928.335800404055,11076.002664259488
2019-01-08,16881.958422438405,24402.100164057996,6681.101997578051,11154.79910654201
2019-01-10,17219.27364761278,24809.402694289616,6962.061066950764,11860.617593012214
2019-01-16,24209.60809609268,17738.024688012047,11656.166369138171,8039.510124454593
2019-01-23,22234.961604559696,23180.888242631503,9997.873580709746,9570.382892427615
2019-01-24,19866.016824849874,24186.067068419343,7924.383581258022,10574.912156637762
2019-01-25,20630.924154889766,24056.948980048543,7764.642676429774,10841.202494001558
2019-01-28,20880.83469968105,26868.30697963247,7195.657227894308,11322.91117236743
2019-01-31,21109.792786100334,25959.597068006264,8184.520732952909,12020.615057407089
2019-02-04,21237.42992196186,26234.222512792134,9639.533691202168,12945.609957415425
2019-02-08,25705.89803884941,27362.811628499338,12160.851445434384,12941.286024155876
2019-02-12,27063.822684713614,21378.775613501643,15981.571320902187,10761.71618686708
2019-02-13,24917.01207984083,25034.47331493435,14718.981850740383,14102.52279702233
2019-02-19,22312.38026776265,21168.075598113624,12679.03989810179,12065.741771761997
2019-02-20,27341.319414976224,22210.131918498268,15120.064179392279,11970.377505407825
2019-02-21,30993.66071018102,18478.825458271578,18997.534091655223,9750.999352160032
2019-02-25,16347.142102349233,16815.11984902255,5512.308028270885,7232.409222050301
2019-03-01,18659.959050068726,14280.783361695943,8282.34496379984,7088.692339143729
2019-03-04,19122.921097475013,14773.23856356022,8238.650321331683,6507.298153804013
2019-03-07,21525.868077409643,12856.664621806865,9468.717012922714,6712.524492882124
2019-03-08,22619.584590718725,13756.711794491226,10563.43010736698,7412.729078496303
2019-03-12,23032.124922373205,12992.683060491832,12574.278967864433,6197.822130229097
2019-03-14,19487.621598576163,13026.54411695969,10413.494297477126,6464.945657885045
2019-03-20,19901.099080960495,16826.877001350058,9721.145228329904,7451.126060540861
2019-03-22,18872.475789424418,16812.690470413367,9245.970649662378,7961.973513898132
2019-03-25,17845.02443334208,16152.047369967519,8671.221574426505,7184.218756941718
2019-03-28,21297.815845069636,13008.182824839565,11472.278942386323,6467.437304416578
2019-03-31,0,0,0,0
2019-04-01,21696.376816494943,13203.540318360021,12880.501754240728,6659.578626490381
2019-04-03,15208.485376663903,12337.735954602262,8806.363078854105,7089.986326833189
2019-04-08,16005.060692170393,12015.724195364484,9866.24570268275,6464.3050880498095
2019-04-11,12596.266553422514,13056.75584185484,7068.722757285549,8014.871058468653
2019-04-16,15259.4766519596,10477.485718517371,9926.546465864913,6358.777461926605
2019-04-17,16959.268555296952,13013.102696416678,11182.725418139951,7602.442929584712
2019-04-18,23702.845705648386,14656.530745014777,14888.044818375236,7872.056414841255
2019-04-26,21135.116553648313,10277.7597013167,11362.328857467082,4279.936765428553
2019-04-29,20580.21006006709,14240.545189281313,8843.75687101444,5076.209008786462
2019-04-30,20697.02546112948,15156.656059512603,9451.609129966026,6635.558518578891
2019-05-01,22735.449183513654,17409.083480340734,10078.419712435692,6774.604755461683
2019-05-07,26867.691572228043,18377.191142466545,12518.66269774499,5515.371142487607
2019-05-08,27814.490752899248,19172.4819095652,12621.268749614663,5820.050825323962
2019-05-09,29127.84118991056,20791.53733083904,13113.035043823204,5872.621551069471
2019-05-14,28457.549940693432,17009.55817040675,13150.970526705407,4374.203498783872
2019-05-15,32215.908398758624,29736.258169344335,13837.928327945963,9590.674849736519
2019-05-16,32368.95738927091,30334.998543387544,13515.49735272384,11176.090388347933
2019-05-20,34982.592432514146,30912.687903886133,14548.102745679993,9063.11202242343
2019-05-21,33818.29204896713,32572.741972716103,13185.67237750248,11148.685034000056
2019-05-22,35995.96100531258,31921.646947241457,13424.959696815047,8541.571233192943
2019-05-24,31696.134226862472,30408.43588080021,13071.987806680165,8019.45048011234
2019-05-28,28004.669690708914,29161.072844631402,9522.825538509958,9692.883729708941
2019-05-29,27774.37140592613,33169.21303787487,7777.088593022323,12579.408890739287
2019-05-30,26341.778045115727,33649.40858228668,6818.635122657022,13216.648121837163
2019-05-31,22439.198820983405,33404.8554893846,5400.586977824063,13556.331584909207
2019-06-03,29016.348129758357,34270.73054744459,6700.384130816707,13724.13822890256
2019-06-04,25844.75172809148,34289.340638739406,7326.5371037465375,14893.440374476926
2019-06-05,24979.099414148,32217.79086481164,7743.399215126123,15802.476003548272
2019-06-10,31813.725677928873,32902.41442841218,12469.225543383458,14995.27337290621
2019-06-13,29127.517764269967,34849.68987277166,11070.909141263972,18382.497232298738
2019-06-17,27495.98711921941,36474.81093481865,8718.713645474076,18004.029629289525
2019-06-20,27136.502887815474,31881.747205848234,10090.937292452243,16667.793299119865
2019-06-24,21220.8610561396,20162.949641663225,4486.863850977974,6643.9792674909295
2019-06-26,23210.422068624935,20941.563464993822,5504.873964117833,7360.421886857808
2019-06-28,26112.143932746516,19736.29876859651,6889.666870152461,7173.364896961355
2019-07-01,26880.424605434906,22071.557152740366,6996.69102334564,8800.701982628554
2019-07-02,28609.85213658132,18688.930381533963,9210.153361425695,8093.329848324072
2019-07-08,29360.40267462568,17049.07323070708,10431.149150245867,6815.192459398237
2019-07-09,27700.562538697322,17414.18244658035,10634.646272781105,7532.606290807529
2019-07-16,27871.25299706173,20517.011233421053,9686.117996440644,9765.825872499625
2019-07-17,29740.326453285405,20411.591224591273,11189.915186660699,8832.628159841715
2019-07-18,28945.46616964216,18983.19720734619,12362.729704964222,8155.2830426351775
2019-07-19,28884.98648580553,18536.604765568234,12570.313586207863,8228.687813696039
2019-07-22,28313.34592766734,24017.636803054906,10350.319505863106,11580.647878403086
2019-07-25,26802.645039712574,18732.138260050157,9571.219587722862,8328.373391282628
2019-07-30,22326.525396456436,17492.492143715754,7538.254178356712,7376.797799803813
2019-08-01,25009.226319943988,15686.1779071802,9465.023013334057,6760.873040530909
2019-08-02,27972.67888705712,15756.006678154736,10588.54434919609,5315.359913373766
2019-08-05,29522.229942280755,16410.48412796605,10966.273212570803,6101.0608294304675
2019-08-12,27483.263592216303,22079.78982497711,9877.507454313403,9458.352787695374
2019-08-13,28280.780012738276,18464.213851821212,13005.86046248095,8716.250078593812
2019-08-14,26026.75961769669,20402.344663276566,12284.637215872726,10342.716922372507
2019-08-15,27878.096375079673,18481.608787626483,13354.617415926228,8802.151953369706
2019-08-16,31469.412419877128,19088.801791919486,13739.652258729242,8098.700390152806
2019-08-20,29581.136193665014,17287.24095612768,14164.623127066965,6910.238684729071
2019-08-22,26946.147381898758,17643.26396232261,10995.507381131012,8006.999041168983
2019-08-26,25509.873949823792,14776.50305962988,9712.318654845978,6257.800852993814
2019-08-27,25634.541936684087,18664.74638639335,9357.455473149812,7813.036311144235
2019-08-28,25034.221328847416,14778.564072290308,10402.49771259503,6166.930029309751
