,0,ret_5
2018-02-22 06:41:00-06:00,b'....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would als\\u2026 https://t.co/wyg77QWPfn',0.0003654302941713868
2018-04-18 05:00:00-05:00,"b'There is a Revolution going on in California. Soooo many Sanctuary areas want OUT of this ridiculous, crime infeste\\u2026 https://t.co/hNQmJXQ0Zz'",0.00036563071297989033
2018-05-23 06:34:00-05:00,"b'\\u201cTrump should be happy that the FBI was SPYING on his campaign\\u201d No, James Clapper, I am not happy. Spying on a camp\\u2026 https://t.co/0OXtEFafNY'",0.0003658313517468447
2017-12-19 05:05:00-06:00,b'DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!',0.0003669388129529401
2017-12-29 06:47:00-06:00,"b'While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating\\u2026 https://t.co/u3cMWTck6M'",0.0003669724770642202
2017-12-29 07:17:00-06:00,"b'The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL a\\u2026 https://t.co/sjkgrE1kQe'",0.00036700614735296817
2018-05-29 05:31:00-05:00,b'We have put a great team together for our talks with North Korea. Meetings are currently taking place concerning Su\\u2026 https://t.co/aq8QGHcDLY',0.00036707350646967055
2018-05-29 06:01:00-05:00,"b'The 13 Angry Democrats (plus people who worked 8 years for Obama) working on the rigged Russia Witch Hunt, will be\\u2026 https://t.co/xaRRUzpZ0X'",0.0003675794890645102
2019-02-11 13:34:00-06:00,b'https://t.co/LpR2JkYLcW',0.0003679175864606328
2017-12-22 08:18:00-06:00,b'\\u201cThe President has accomplished some absolutely historic things during this past year.\\u201d Thank you Charlie Kirk of T\\u2026 https://t.co/M7G4m0QqmO',0.00036795143041118574
2018-04-19 15:32:00-05:00,b'Mike Pompeo is outstanding. First in his class at West Point. A top student at Harvard Law School. A success at wha\\u2026 https://t.co/L6ojtZ8lW8',0.000368052999631947
2017-12-20 10:40:00-06:00,b'I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the p\\u2026 https://t.co/XkEvQ5GTGi',0.00036842590034079397
2017-12-28 10:19:00-06:00,b'Retail sales are at record numbers. We\\u2019ve got the economy going better than anyone ever dreamt - and you haven\\u2019t seen anything yet!',0.0003685277317118113
2018-03-05 05:54:00-06:00,b'...treat our farmers much better. Highly restrictive. Mexico must do much more on stopping drugs from pouring into\\u2026 https://t.co/7Bmn1xy747',0.00036859565057132326
2018-04-30 07:11:00-05:00,b'The White House Correspondents\\u2019 Dinner is DEAD as we know it. This was a total disaster and an embarrassment to our\\u2026 https://t.co/tmz14TfqhT',0.0003699593044765076
2018-12-06 20:59:00-06:00,"b'Jerome Corsi: \\u201dThis is not justice, this is not America. This is a political prosecution. The Special Prosecutor (C\\u2026 https://t.co/Fx0Nd8Bm0I'",0.0003700619853825516
2018-03-01 21:05:00-06:00,b'Good (Great) meeting in the Oval Office tonight with the NRA!',0.00037016472330186933
2018-04-23 08:16:00-05:00,b'Hard to believe Obstructionists May vote against Mike Pompeo for Secretary of State. The Dems will not approve hund\\u2026 https://t.co/ZElatyv8Fx',0.00037016472330186933
2018-10-25 15:40:00-05:00,b'.@BrucePoliquin from Maine is a great Congressman. He is in a tough fight against a very liberal Nancy Pelosi Democ\\u2026 https://t.co/ecLfsoBePZ',0.00037019898195279964
2018-04-26 17:18:00-05:00,b'Loved being on @foxandfriends this morning. Great show!',0.00037064492216456633
2018-04-27 05:42:00-05:00,"b'After a furious year of missile launches and Nuclear testing, a historic meeting between North and South Korea is n\\u2026 https://t.co/PLUzX0MESi'",0.00037112636852848393
2018-11-27 13:06:00-06:00,"b'....for electric cars. General Motors made a big China bet years ago when they built plants there (and in Mexico) -\\u2026 https://t.co/0U7lwZ3pfy'b'Very disappointed with General Motors and their CEO, Mary Barra, for closing plants in Ohio, Michigan and Maryland.\\u2026 https://t.co/5JUbkq1Xkg'",0.0003714020427112349
2018-12-07 06:16:00-06:00,"b'...the lying and leaking by the people doing the Report, &amp; also Bruce Ohr (and his lovely wife Molly), Comey, Brenn\\u2026 https://t.co/LPFtbHL3ZZ'",0.00037157454714352065
2018-04-05 06:41:00-05:00,b'The Caravan is largely broken up thanks to the strong immigration laws of Mexico and their willingness to use them\\u2026 https://t.co/AoaWPSxYdq',0.0003726476616359232
2017-12-08 13:03:00-06:00,"b'\\u201cThe unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, th\\u2026 https://t.co/ujuFLRG8lc'",0.00037296037296037296
2018-04-12 22:16:00-05:00,b'Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BIL\\u2026 https://t.co/OxSaor5rl3',0.00037316913891221194
2019-01-25 10:17:00-06:00,"b'Greatest Witch Hunt in the History of our Country! NO COLLUSION! Border Coyotes, Drug Dealers and Human Traffickers\\u2026 https://t.co/x2l6n6afmT'",0.0003734129947722181
2018-05-02 06:46:00-05:00,b'There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there i\\u2026 https://t.co/WU8JFuWLJi',0.00037351760201699503
2019-01-20 21:44:00-06:00,"b'Congratulations to Bob Kraft, Bill Belichick, Tom Brady and the entire New England Patriots team on a great game an\\u2026 https://t.co/EUxx4tTL1M'",0.00037365716954694067
2018-02-12 06:55:00-06:00,"b'Thank you to Sue Kruczek, who lost her wonderful and talented son Nick to the Opioid scourge, for your kind words w\\u2026 https://t.co/0kIdepXBdi'",0.00037379684141669004
2019-01-21 17:38:00-06:00,b'Four people in Nevada viciously robbed and killed by an illegal immigrant who should not have been in our Country.\\u2026 https://t.co/gbX7u2Kkr5',0.0003738667165155622
2018-04-04 18:09:00-05:00,b'\\u201cStill Rising: Rasmussen Poll Shows Donald Trump Approval Ratings Now at 51 Percent\\u201d https://t.co/q80PaE0gQo',0.0003740415186085656
2018-10-29 22:20:00-05:00,"b'Congressman @DaveBratVA7th is a fighter who is doing a great job for Virginia and for our Country. Border, Military\\u2026 https://t.co/BUllrFEEje'",0.0003743215422047539
2018-04-10 06:09:00-05:00,b'A TOTAL WITCH HUNT!!!',0.00037435657463734206
2017-11-30 06:02:00-06:00,"b'The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to\\u2026 https://t.co/Dcr4Tge2Wb'",0.00037537537537537537
2017-12-07 07:09:00-06:00,b'Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends',0.0003757985719654265
2019-01-30 05:26:00-06:00,"b'When I became President, ISIS was out of control in Syria &amp; running rampant. Since then tremendous progress made, e\\u2026 https://t.co/HNOV3amGDL'",0.000376081233546446
2018-11-22 07:43:00-06:00,"b'Will be speaking with our great military in different parts of the world, through teleconference, at 9:00 A.M. East\\u2026 https://t.co/SaA6wsJqsN'",0.0003762227238525207
2017-11-28 20:46:00-06:00,"b'Charles McCullough, the respected fmr Intel Comm Inspector General, said public was misled on Crooked Hillary Email\\u2026 https://t.co/P7nyHXxJ3R'",0.00037654146662901254
2017-11-29 20:01:00-06:00,"b'\\u201cHad the information (Crooked Hillary\\u2019s emails) been released there would have been harm to National Security....""\\u2026 https://t.co/uYZYvT8xIo'",0.0003766478342749529
2018-02-08 14:11:00-06:00,b'As long as we open our eyes to God\\u2019s grace - and open our hearts to God\\u2019s love - then America will forever be the l\\u2026 https://t.co/wGUIaD1JX6',0.00037757221068529355
2019-01-28 20:29:00-06:00,"b'In the beautiful Midwest, windchill temperatures are reaching minus 60 degrees, the coldest ever recorded. In comin\\u2026 https://t.co/FnaCaBA5Nz'",0.00037835792659856227
2017-11-03 06:56:00-05:00,"b'Pocahontas just stated that the Democrats, lead by the legendary Crooked Hillary Clinton, rigged the Primaries! Lets go FBI &amp; Justice Dept.'",0.0003831417624521073
2017-11-02 14:59:00-05:00,"b'Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ\\u2019s from Singapo\\u2026 https://t.co/iSUzEbrn0c'",0.00038339883063356656
2017-11-02 13:34:00-05:00,b'I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities\\u2026 https://t.co/GcHKCxTNyF',0.00038387715930902113
2017-11-19 20:22:00-06:00,b'Republican Senators are working very hard to get Tax Cuts and Tax Reform approved. Hopefully it will not be long an\\u2026 https://t.co/m0GyFBDPkQ',0.0003843936190659235
2017-10-25 06:22:00-05:00,"b'""Clinton campaign &amp; DNC paid for research that led to the anti-Trump Fake News Dossier. The victim here is the President."" @FoxNews'",0.00038528221922558276
2019-01-09 08:07:00-06:00,"b'Our Country is doing so well in so many ways. Great jobs numbers, with a record setting December. We are rebuilding\\u2026 https://t.co/LWGj8t2N8L'",0.00038550501156515033
2017-10-18 08:42:00-05:00,"b""I am supportive of Lamar as a person &amp; also of the process, but I can never support bailing out ins co's who have made a fortune w/ O'Care.""",0.00038587690526721975
2017-10-18 10:08:00-05:00,b'The current tax code is a burden on American taxpayers &amp; harmful to job-creators. Americans need #TaxReform! More:\\u2026 https://t.co/Q4Lqttenhi',0.0003860258637328701
2019-01-13 21:04:00-06:00,"b'Best line in the Elizabeth Warren beer catastrophe is, to her husband, \\u201cThank you for being here. I\\u2019m glad you\\u2019re h\\u2026 https://t.co/oJc4xd0ztN'",0.00038684719535783365
2018-12-18 07:15:00-06:00,b'Russia Dossier reporter now doubts dopey Christopher Steele\\u2019s claims! \\u201cWhen you get into the details of the Steele\\u2026 https://t.co/Fk6LWBIdgO',0.00038688461166457103
2017-10-11 18:57:00-05:00,b'Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy! https://t.co/RCfiJus5Rw',0.00038714672861014324
2017-09-26 05:48:00-05:00,"b'But while Dallas dropped to its knees as a team, they all stood up for our National Anthem. Big progress being made-we all love our country!'",0.0003956478733926805
2017-09-14 14:05:00-05:00,b'Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!',0.000396000396000396
2017-09-14 14:32:00-05:00,b'Bernie Sanders is pushing hard for a single payer healthcare plan - a curse on the U.S. &amp; its people...',0.00039603960396039607
2018-12-28 07:07:00-06:00,"b'.....Honduras, Guatemala and El Salvador are doing nothing for the United States but taking our money. Word is that\\u2026 https://t.co/hVLB9aVU45'",0.0003974167908594138
2017-08-08 13:01:00-05:00,b'E-mails show that the AmazonWashingtonPost and the FailingNewYorkTimes were reluctant to cover the Clinton/Lynch secret meeting in plane.',0.00039840637450199205
2017-07-26 08:09:00-05:00,b'....victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you',0.0003986048829098156
2018-12-31 09:40:00-06:00,"b'It\\u2019s incredible how Democrats can all use their ridiculous sound bite and say that a Wall doesn\\u2019t work. It does, an\\u2026 https://t.co/FIrJAWfsrO'",0.00039908211114436795
2017-07-26 12:22:00-05:00,"b""IN AMERICA WE DON'T WORSHIP GOVERNMENT - WE WORSHIP GOD!\\U0001f3a5https://t.co/jIejSgVnnA""",0.0003992015968063872
2017-08-07 05:59:00-05:00,"b'The Trump base is far bigger &amp;  stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn, Iowa, Ohio.......'",0.0003993211540381352
2017-08-16 05:13:00-05:00,"b'Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!'",0.0004
2017-08-16 06:32:00-05:00,b'Congratulations John! https://t.co/vhmv7Qoutk',0.00040020010005002504
2017-08-16 12:15:00-05:00,"b'Rather than putting pressure on the businesspeople of the Manufacturing Council &amp; Strategy &amp; Policy Forum, I am ending both. Thank you all!'",0.0004004004004004004
2017-09-06 20:27:00-05:00,"b'We want our companies to hire &amp; grow in AMERICA, to raise wages for AMERICAN workers, &amp; to help rebuild our AMERICA\\u2026 https://t.co/Ng9NaVhyYI'",0.0004010829238945152
2017-08-09 06:57:00-05:00,b'My first order as President was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before....',0.0004012841091492777
2017-08-14 07:55:00-05:00,"b""Now that Ken Frazier of Merck Pharma has resigned from President's Manufacturing Council,he will have more time to LOWER RIPOFF DRUG PRICES!""",0.0004027791763165844
2017-06-19 15:36:00-05:00,"b""....because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday, #VoteKarenHandel.""",0.0004035512510088781
2017-08-17 13:01:00-05:00,"b'The United States condemns the terror attack in Barcelona, Spain, and will do whatever is necessary to help. Be tough &amp; strong, we love you!'",0.0004043262913170929
2017-07-14 03:10:00-05:00,b'.@VP Mike Pence is working hard on HealthCare and getting our wonderful Republican Senators to do what is right for the people.',0.0004043671653861706
2017-06-13 08:57:00-05:00,"b'2 million more people just dropped out of ObamaCare. It is in a death spiral. Obstructionist Democrats gave up, have no answer = resist!'",0.0004059677255658175
2017-06-16 07:24:00-05:00,b'The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them',0.0004059677255658175
2017-08-18 07:32:00-05:00,b'Homeland Security and law enforcement are on alert &amp; closely watching for any sign of trouble. Our borders are far tougher than ever before!',0.0004061326022946492
2017-06-22 09:09:00-05:00,"b""...Why did the DNC REFUSE to turn over its Server to the FBI, and still hasn't? It's all a big Dem scam and excuse for losing the election!""",0.0004062150908906266
2017-06-21 18:49:00-05:00,b'Thank you Kirkwood Community College. Heading to the U.S. Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAIN\\u2026 https://t.co/n6LS32a6Zn',0.0004063388866314506
2017-08-29 07:27:00-05:00,"b"".@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle""",0.0004065040650406504
2017-08-18 08:07:00-05:00,b'Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!',0.0004065867046147591
2017-07-10 05:48:00-05:00,b'I cannot imagine that Congress would dare to leave Washington without a beautiful new HealthCare bill fully approved and ready to go!',0.00040720757406087753
2019-01-03 19:20:00-06:00,"b'Michael Pillsbury interviewed by @cvpayne: \\u201cThey have the motive of making the President look bad \\u2013 instead of Pres\\u2026 https://t.co/LN0PdWVXca'b'....President Trump deserves a lot of credit, but again, you have the anti-Trump people who are not going to give him a lot of credit.\\u201d'",0.0004075394803871625
2017-07-11 06:00:00-05:00,"b""The Senate Democrats have only confirmed 48 of 197 Presidential Nominees. They  can't win so all they do is slow things down &amp; obstruct!""",0.00040774719673802244
2017-06-15 06:58:00-05:00,b'You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!  #MAGA',0.00040828825150556294
2018-12-23 21:33:00-06:00,b'\\u201cIt should not be the job of America to replace regimes around the world. This is what President Trump recognized i\\u2026 https://t.co/f8MyVbnTA0',0.00041025641025641023
2019-07-29 21:47:00-05:00,"b'\\u201cI don\\u2019t know what it\\u2019s going to take. A lot of Democratic run cities all over America look like this, it\\u2019s not jus\\u2026 https://t.co/xd96b3Fp02'",0.0004126433935792688
2019-07-29 08:19:00-05:00,b'The Fed \\u201craised\\u201d way too early and way too much. Their quantitative tightening was another big mistake. While our C\\u2026 https://t.co/F9wogOrZ8O'b'....countries that know how to play the game against the U.S. That\\u2019s actually why the E.U. was formed....and for Ch\\u2026 https://t.co/uUvSkA31cL',0.000412847824291966
2019-07-29 05:31:00-05:00,"b'I have known Al for 25 years. Went to fights with him &amp; Don King, always got along well. He \\u201cloved Trump!\\u201d He would\\u2026 https://t.co/FXgML5zDtu'",0.00041308658294778586
2019-07-28 20:48:00-05:00,"b'\\u201cIf the Democrats would have closed the Loopholes two years ago when President Trump asked them to do so, none of t\\u2026 https://t.co/rOgzAkgEga'",0.00041322314049586776
2019-07-31 09:09:00-05:00,"b'Such a great victory in court yesterday on the Russian Hoax, the greatest political scam in the history of our Coun\\u2026 https://t.co/ttNruQgudA'",0.00041435319466313084
2017-04-26 05:39:00-05:00,"b'...the Ninth Circuit, which has a terrible record of being overturned (close to 80%). They used to call this ""judge shopping!"" Messy system.'",0.00041446482229820747
2017-03-15 23:21:00-05:00,"b'Thank you Nashville, Tennessee! https://t.co/6snvQ0DzXN'",0.0004146366746138696
2019-07-30 11:53:00-05:00,b'Thank you Eric! https://t.co/Cq2w0we6kp',0.00041480006636801064
2019-07-12 07:49:00-05:00,b'When you are the big \\u201cpiggy bank\\u201d that other countries have been ripping off for years (to a level that is not to b\\u2026 https://t.co/YttIDsCfft'b'....companies to come to the USA and to get companies that have left us for other lands to COME BACK HOME. We  stup\\u2026 https://t.co/AwhJKSZa0v'b'.....if Mexico produces (which I think they will). Biggest part of deal with Mexico has not yet been revealed! Chin\\u2026 https://t.co/nngTOXUD7r',0.00041480006636801064
2017-05-02 21:52:00-05:00,b'FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds! The phony...',0.00041480866950119257
2019-09-12 07:46:00-05:00,b'It is expected that China will be buying large amounts of our agricultural products!',0.0004149721968628102
2019-09-18 21:06:00-05:00,b'GREAT progress on the Border Wall! https://t.co/TvOYxgsBSv',0.000416181122024305
2019-07-17 14:36:00-05:00,"b'See you tonight, North Carolina! #MAGA2020 https://t.co/rqOwEkTtqQ'",0.00041718815185648727
2019-08-01 06:02:00-05:00,b'Congratulations to Kelly Knight Craft of #Kentucky on her confirmation as United Nations Ambassador. After having s\\u2026 https://t.co/PUK0czF95v',0.00041830502802643686
2019-09-25 20:47:00-05:00,b'https://t.co/o88dILO9oU',0.0004187253998827569
2019-09-06 08:35:00-05:00,b'Larry Kudlow on @Varneyco now!',0.0004193223750419322
2019-07-08 09:38:00-05:00,b'Thank you Ari! https://t.co/Ae2q0d07tb',0.0004193927193423922
2019-07-02 23:07:00-05:00,"b'Iran was violating the 150 Billion Dollar (plus 1.8 Billion Dollar in CASH) Nuclear Deal with the United States, an\\u2026 https://t.co/bqGbqbZCYv'",0.00041981528127623844
2019-07-31 19:18:00-05:00,"b'Experts stated that the Fed should not have tightened, and then waited too long to undo their mistake. James Bullar\\u2026 https://t.co/UKa9el1lWR'",0.0004198857910648304
2017-02-24 06:37:00-06:00,b'find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW',0.00042056566081379455
2019-09-24 13:52:00-05:00,b'THANK YOU! https://t.co/Ne2LOSAWpX',0.00042091085108174087
2019-07-02 11:30:00-05:00,b'https://t.co/4FMs202NrW',0.0004217985490129914
2019-06-24 09:13:00-05:00,b'I am pleased to announce the launch of https://t.co/D1MY2aPC7f. This new platform will allow my campaign and other\\u2026 https://t.co/mgMVxdCWQh',0.00042219032339778774
2018-09-21 08:30:00-05:00,b'The radical left lawyers want the FBI to get involved NOW. Why didn\\u2019t someone call the FBI 36 years ago?',0.00042219032339778774
2019-09-27 14:42:00-05:00,b'I AM DRAINING THE SWAMP! https://t.co/U7WxKrO6Kx',0.00042236864335191754
2018-10-03 09:30:00-05:00,b'I see it each time I go out to Rallies in order to help some of our great Republican candidates. VOTERS ARE REALLY\\u2026 https://t.co/chRkQ8hVvt',0.00042279722645019446
2018-10-02 13:19:00-05:00,b'\\u201cUSMCA Wins Praise as a Victory for American Industries and Workers\\u201d\\u27a1\\ufe0fhttps://t.co/UWhPhNXiiL https://t.co/eBVv0nXXRT',0.000423728813559322
2019-10-07 06:41:00-05:00,"b'The United States was supposed to be in Syria for 30 days, that was many years ago. We stayed and got deeper and de\\u2026 https://t.co/1jkgAxrqRi'b'....including capturing thousands of ISIS fighters, mostly from Europe. But Europe did not want them back, they sai\\u2026 https://t.co/6O23gZ1kSs'b'.....again said \\u201cNO,\\u201d thinking, as usual, that the U.S. is always the \\u201csucker,\\u201d on NATO, on Trade, on everything. T\\u2026 https://t.co/hLOcwGeJGO'b'....almost 3 years, but it is time for us to get out of these ridiculous Endless Wars, many of them tribal, and bri\\u2026 https://t.co/jTM8fgA9hR'b'...figure the situation out, and what they want to do with the captured ISIS fighters in their \\u201cneighborhood.\\u201d They\\u2026 https://t.co/MG7qGA3UXU'",0.00042441218911807145
2018-09-26 12:27:00-05:00,"b'China is actually placing propaganda ads in the Des Moines Register and other papers, made to look like news. That\\u2019\\u2026 https://t.co/pgamEgZq1x'",0.0004245923913043478
2018-10-01 19:51:00-05:00,b'WOW - THANK YOU TENNESSEE! https://t.co/38UUDqfIz5',0.00042466451503312384
2018-09-23 17:49:00-05:00,"b'Prime Minster @AbeShinzo is coming up to Trump Tower for dinner but, most importantly, he just had a great landslid\\u2026 https://t.co/Q5X8uH6p9M'",0.0004247727465805794
2019-10-06 18:40:00-05:00,"b'Unemployment Rate just dropped to 3.5%, the lowest in more that 50 years. Is that an impeachable event for your President?'",0.0004249171411574743
2019-06-26 05:41:00-05:00,"b'Wow, @FoxNews did great in the ratings. CNN is dead as a door nail\\n(no credibility), and MSNBC is dying fast.\\u2026 https://t.co/AWEC5Wk3nj'",0.0004253509145044662
2019-08-21 18:52:00-05:00,b'Great! @LouDobbs interviewed on @seanhannity tonight at 9:00 P.M.  @FoxNews',0.000425531914893617
2019-08-21 19:21:00-05:00,b'It was my honor to sign a Presidential Memorandum facilitating the cancellation of student loan debt for 25K of our\\u2026 https://t.co/1nadOpO1LW',0.0004259669449650707
2018-09-18 22:46:00-05:00,"b'The Supreme Court is one of the main reasons I got elected President. I hope Republican Voters, and others, are wat\\u2026 https://t.co/WUEfOytnyZ'",0.00042716787697565144
2019-08-09 13:45:00-05:00,"b'....to inflame and cause chaos. They create their own violence, and then try to blame others. They are the true Rac\\u2026 https://t.co/r6f1K8zGkk'b'Liberal Hollywood is Racist at the highest level, and with great Anger and Hate! They like to call themselves \\u201cElit\\u2026 https://t.co/BLZAStZXwA'",0.00042731390479446203
2019-08-29 05:59:00-05:00,b'Puerto Rico is in great shape with Hurricane Dorian taking a largely different route than anticipated. Thank you to\\u2026 https://t.co/lhAszKXqMr',0.0004281555060798082
2018-09-17 09:37:00-05:00,"b'Immediately after Comey\\u2019s firing Peter Strzok texted to his lover, Lisa Page \\u201cWe need to Open the case we\\u2019ve been w\\u2026 https://t.co/rsawT1aBvs'",0.00042822884549503255
2018-09-04 21:51:00-05:00,b'Sleepy Eyes Chuck Todd of Fake NBC News said it\\u2019s time for the Press to stop complaining and to start fighting back\\u2026 https://t.co/OLQH6KdE5B',0.0004283022100394038
2018-09-18 07:46:00-05:00,"b'....campaign, which is unprecedented in our history.\\u201d Congressman Peter King  Really bad things were happening, but\\u2026 https://t.co/gvsF7bpPU6'",0.00042833890173905593
2019-04-16 20:25:00-05:00,b'I believe it will be Crazy Bernie Sanders vs. Sleepy Joe Biden as the two finalists to run against maybe the best E\\u2026 https://t.co/qHn7CkEoq2',0.00042841230400137093
2018-08-27 12:20:00-05:00,b'Rick Scott of Florida is doing a fantastic job as Governor. Jobs are pouring into the State and its economic health\\u2026 https://t.co/A08RenlEwq',0.0004284490145672665
2019-10-03 20:17:00-05:00,b'Another big loss for the Do Nothing Dems! https://t.co/Pwp7dYdF8e',0.00042981174245680393
2019-08-18 18:58:00-05:00,"b'The New York Times will be out of business soon after I leave office, hopefully in 6 years. They have Zero credibil\\u2026 https://t.co/pG16GK55tW'",0.00042981174245680393
2018-09-06 05:59:00-05:00,b'Kim Jong Un of North Korea proclaims \\u201cunwavering faith in President Trump.\\u201d Thank you to Chairman Kim. We will get it done together!',0.00042988565041698906
2018-09-10 07:37:00-05:00,"b'\\u201cIt is mostly anonymous sources in here, why should anyone trust you? General Mattis, General Kelly said it\\u2019s not t\\u2026 https://t.co/8oqKQHfZ62'",0.000430366672404889
2019-04-09 06:35:00-05:00,b'The World Trade Organization finds that the European Union subsidies to Airbus has adversely impacted the United St\\u2026 https://t.co/psI0Zborsf',0.0004306261303935923
2019-04-07 19:46:00-05:00,b'More apprehensions (captures)\\nat the Southern Border than in many years. Border Patrol amazing! Country is FULL! Sy\\u2026 https://t.co/W739rR2ab8',0.0004306632213608958
2017-01-26 05:05:00-06:00,"b'Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!'",0.0004310344827586207
2018-09-06 18:13:00-05:00,b'Are the investigative \\u201cjournalists\\u201d of the New York Times going to investigate themselves - who is the anonymous letter writer?',0.0004311831666091756
2019-06-13 07:12:00-05:00,b'The Dems fight us at every turn - in the meantime they are accomplishing nothing for the people! They have gone abs\\u2026 https://t.co/4ksZW3H6j4',0.0004317789291882556
2019-10-02 18:28:00-05:00,"b'....He loves our Military and supports our Vets! Democrat Jim Hood will never give us his vote, is anti-Trump and p\\u2026 https://t.co/KitOSDLnHh'b'Mississippi, there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for ou\\u2026 https://t.co/tWLM1SYM2d'",0.0004324885390537151
2019-04-09 14:16:00-05:00,"b'THANK YOU, WORKING HARD! https://t.co/3OUESGRw43'",0.00043293791670274485
2019-06-07 12:39:00-05:00,"b'For all of the money we are spending, NASA should NOT be talking about going to the Moon - We did that 50 years ago\\u2026 https://t.co/wTTkOYEC4G'",0.00043301290378453276
2019-08-07 05:59:00-05:00,"b'\\u201cMeanwhile, the Dayton, Ohio, shooter had a history of supporting political figures like Bernie Sanders, Elizabeth\\u2026 https://t.co/OBANU8Ajyf'",0.00043305040706738266
2019-04-04 07:47:00-05:00,b'There is nothing we can ever give to the Democrats that will make them happy. This is the highest level of Presiden\\u2026 https://t.co/OfWBGuPQPk',0.00043308791684711995
2018-08-22 08:53:00-05:00,b'Thank you to Democrat Assemblyman Dov Hikind of New York for your very gracious remarks on @foxandfriends for our d\\u2026 https://t.co/LdLLPAK1i4',0.00043395243881270615
2019-04-01 22:39:00-05:00,b'....the crazed and incompetent Mayor of San Juan have done such a poor job  of bringing the Island back to health.\\u2026 https://t.co/eD5mRgRMaK',0.0004350095702105446
2019-05-12 18:17:00-05:00,"b'When the Mueller Report came out showing NO Collusion with Russia (of course), it was supposed to be over, back to\\u2026 https://t.co/U5KjybVJ9C'",0.0004353883664228492
2019-05-10 08:21:00-05:00,b'Looks to me like it\\u2019s going to be SleepyCreepy Joe over Crazy Bernie. Everyone else is fading fast!',0.00043599581444018137
2019-05-12 20:20:00-05:00,b'\\u201cEven Director James Clapper admits that the FBI actions against the Trump Presidential Campaign do in fact meet th\\u2026 https://t.co/s1LCIhMxB3',0.0004360718646432932
2017-01-09 05:28:00-06:00,"b""Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....""",0.0004361098996947231
2018-08-16 13:56:00-05:00,b'Thank you for the kind words Omarosa! https://t.co/PMmNG6iIsi',0.0004361479413817167
2017-01-16 07:55:00-06:00,b'Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!',0.0004363001745200698
2017-01-18 08:04:00-06:00,b'.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!',0.0004365858982754857
2019-05-17 07:17:00-05:00,"b'Will Jerry Nadler ever look into the fact that Crooked Hillary deleted and acid washed 33,000 emails AFTER getting\\u2026 https://t.co/MhJtCsfEER'",0.00043675751222921035
2018-08-17 06:31:00-05:00,b'In speaking with some of the world\\u2019s top business leaders I asked what it is that would make business (jobs) even b\\u2026 https://t.co/gD3CqXwud2',0.0004367956669869835
2017-01-11 06:14:00-06:00,"b'Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!'",0.00043701518627772313
2019-05-13 05:10:00-05:00,"b'information! As long as President Trump is President, his opposition will use every tool, and misuse every tool ava\\u2026 https://t.co/oePDUajBeT'b'\\u201cIt\\u2019s the attack strategy of harass. This is not about the Attorney General, who is very sophisticated &amp; knows it i\\u2026 https://t.co/2i4eXuC8m7'",0.00043710114520500044
